,Todays Amount,Todays Result,Total Amount
1044,-200.0,0,8950.0
1045,-200.0,0,8750.0
1046,-212.5,0,8537.5
1047,112.5,1,8650.0
1048,-200.0,0,8450.0
1049,-200.0,0,8250.0
1050,-225.0,0,8025.0
1051,-225.0,0,7800.0
1052,-237.5,0,7562.5
1053,137.5,1,7700.0
1054,112.5,1,7812.5
1055,100.0,1,7912.5
1056,112.5,1,8025.0
1057,100.0,1,8125.0
1058,100.0,1,8225.0
1059,112.5,1,8337.5
1060,112.5,1,8450.0
1061,112.5,1,8562.5
1062,100.0,1,8662.5
1063,-200.0,0,8462.5
1064,-200.0,0,8262.5
1065,112.5,1,8375.0
1066,112.5,1,8487.5
1067,-200.0,0,8287.5
1068,112.5,1,8400.0
1069,100.0,1,8500.0
1070,100.0,1,8600.0
1071,-212.5,0,8387.5
1072,-212.5,0,8175.0
1073,100.0,1,8275.0
1074,112.5,1,8387.5
1075,125.0,1,8512.5
1076,-225.0,0,8287.5
1077,-200.0,0,8087.5
1078,100.0,1,8187.5
1079,100.0,1,8287.5
1080,100.0,1,8387.5
1081,-212.5,0,8175.0
1082,112.5,1,8287.5
1083,100.0,1,8387.5
1084,100.0,1,8487.5
1085,-212.5,0,8275.0
1086,-212.5,0,8062.5
1087,137.5,1,8200.0
1088,125.0,1,8325.0
1089,100.0,1,8425.0
1090,-212.5,0,8212.5
1091,-212.5,0,8000.0
1092,100.0,1,8100.0
1093,112.5,1,8212.5
1094,-212.5,0,8000.0
1095,125.0,1,8125.0
1096,112.5,1,8237.5
1097,100.0,1,8337.5
1098,100.0,1,8437.5
1099,-200.0,0,8237.5
1100,-200.0,0,8037.5
1101,-200.0,0,7837.5
1102,137.5,1,7975.0
1103,100.0,1,8075.0
1104,100.0,1,8175.0
1105,100.0,1,8275.0
1106,112.5,1,8387.5
1107,112.5,1,8500.0
1108,100.0,1,8600.0
1109,100.0,1,8700.0
1110,-200.0,0,8500.0
1111,100.0,1,8600.0
1112,-212.5,0,8387.5
1113,100.0,1,8487.5
1114,-212.5,0,8275.0
1115,-200.0,0,8075.0
1116,-200.0,0,7875.0
1117,100.0,1,7975.0
1118,100.0,1,8075.0
1119,-200.0,0,7875.0
1120,-212.5,0,7662.5
1121,-200.0,0,7462.5
1122,112.5,1,7575.0
1123,112.5,1,7687.5
1124,-212.5,0,7475.0
1125,-212.5,0,7262.5
1126,100.0,1,7362.5
1127,-212.5,0,7150.0
1128,100.0,1,7250.0
1129,100.0,1,7350.0
1130,125.0,1,7475.0
1131,112.5,1,7587.5
1132,-212.5,0,7375.0
1133,100.0,1,7475.0
1134,-212.5,0,7262.5
1135,100.0,1,7362.5
1136,100.0,1,7462.5
1137,100.0,1,7562.5
1138,-225.0,0,7337.5
1139,-200.0,0,7137.5
1140,125.0,1,7262.5
1141,100.0,1,7362.5
1142,137.5,1,7500.0
1143,125.0,1,7625.0
1144,100.0,1,7725.0
1145,112.5,1,7837.5
1146,100.0,1,7937.5
1147,125.0,1,8062.5
1148,112.5,1,8175.0
1149,100.0,1,8275.0
1150,100.0,1,8375.0
1151,-225.0,0,8150.0
1152,125.0,1,8275.0
1153,-200.0,0,8075.0
1154,125.0,1,8200.0
1155,100.0,1,8300.0
1156,100.0,1,8400.0
1157,-212.5,0,8187.5
1158,-225.0,0,7962.5
1159,100.0,1,8062.5
1160,100.0,1,8162.5
1161,100.0,1,8262.5
1162,-200.0,0,8062.5
1163,-200.0,0,7862.5
1164,-225.0,0,7637.5
1165,112.5,1,7750.0
1166,112.5,1,7862.5
1167,100.0,1,7962.5
1168,-200.0,0,7762.5
1169,112.5,1,7875.0
1170,100.0,1,7975.0
1171,-212.5,0,7762.5
1172,100.0,1,7862.5
1173,112.5,1,7975.0
1174,112.5,1,8087.5
1175,112.5,1,8200.0
1176,112.5,1,8312.5
1177,100.0,1,8412.5
1178,100.0,1,8512.5
1179,137.5,1,8650.0
1180,112.5,1,8762.5
1181,100.0,1,8862.5
1182,100.0,1,8962.5
1183,112.5,1,9075.0
1184,100.0,1,9175.0
1185,100.0,1,9275.0
1186,-200.0,0,9075.0
1187,112.5,1,9187.5
1188,112.5,1,9300.0
1189,-212.5,0,9087.5
1190,-212.5,0,8875.0
1191,112.5,1,8987.5
1192,-200.0,0,8787.5
1193,100.0,1,8887.5
1194,100.0,1,8987.5
1195,125.0,1,9112.5
1196,100.0,1,9212.5
1197,100.0,1,9312.5
1198,100.0,1,9412.5
1199,-200.0,0,9212.5
1200,100.0,1,9312.5
1201,-212.5,0,9100.0
1202,-200.0,0,8900.0
1203,112.5,1,9012.5
1204,100.0,1,9112.5
1205,-200.0,0,8912.5
1206,100.0,1,9012.5
1207,112.5,1,9125.0
1208,100.0,1,9225.0
1209,-212.5,0,9012.5
1210,100.0,1,9112.5
1211,-200.0,0,8912.5
1212,100.0,1,9012.5
1213,-200.0,0,8812.5
1214,112.5,1,8925.0
1215,-200.0,0,8725.0
1216,125.0,1,8850.0
1217,100.0,1,8950.0
1218,112.5,1,9062.5
1219,-200.0,0,8862.5
1220,100.0,1,8962.5
1221,-200.0,0,8762.5
1222,112.5,1,8875.0
1223,-212.5,0,8662.5
1224,-225.0,0,8437.5
1225,112.5,1,8550.0
1226,112.5,1,8662.5
1227,100.0,1,8762.5
1228,-200.0,0,8562.5
1229,112.5,1,8675.0
1230,112.5,1,8787.5
1231,-200.0,0,8587.5
1232,125.0,1,8712.5
1233,-212.5,0,8500.0
1234,-212.5,0,8287.5
1235,125.0,1,8412.5
1236,112.5,1,8525.0
1237,100.0,1,8625.0
1238,112.5,1,8737.5
1239,112.5,1,8850.0
1240,100.0,1,8950.0
1241,125.0,1,9075.0
1242,100.0,1,9175.0
1243,112.5,1,9287.5
1244,-200.0,0,9087.5
1245,100.0,1,9187.5
1246,112.5,1,9300.0
1247,-212.5,0,9087.5
1248,100.0,1,9187.5
1249,-212.5,0,8975.0
1250,-212.5,0,8762.5
1251,112.5,1,8875.0
1252,100.0,1,8975.0
1253,112.5,1,9087.5
1254,162.5,1,9250.0
1255,-200.0,0,9050.0
1256,-200.0,0,8850.0
1257,-225.0,0,8625.0
1258,137.5,1,8762.5
1259,-200.0,0,8562.5
1260,-200.0,0,8362.5
1261,-200.0,0,8162.5
1262,112.5,1,8275.0
1263,100.0,1,8375.0
1264,112.5,1,8487.5
1265,100.0,1,8587.5
1266,-200.0,0,8387.5
1267,-212.5,0,8175.0
1268,112.5,1,8287.5
1269,100.0,1,8387.5
1270,100.0,1,8487.5
1271,112.5,1,8600.0
1272,-200.0,0,8400.0
1273,112.5,1,8512.5
1274,-212.5,0,8300.0
1275,-212.5,0,8087.5
1276,-200.0,0,7887.5
1277,100.0,1,7987.5
1278,-212.5,0,7775.0
1279,100.0,1,7875.0
1280,-200.0,0,7675.0
1281,100.0,1,7775.0
1282,112.5,1,7887.5
1283,100.0,1,7987.5
1284,100.0,1,8087.5
1285,100.0,1,8187.5
1286,-200.0,0,7987.5
1287,112.5,1,8100.0
1288,100.0,1,8200.0
1289,100.0,1,8300.0
1290,100.0,1,8400.0
1291,-212.5,0,8187.5
1292,100.0,1,8287.5
1293,100.0,1,8387.5
1294,125.0,1,8512.5
1295,100.0,1,8612.5
1296,112.5,1,8725.0
1297,112.5,1,8837.5
1298,-200.0,0,8637.5
1299,-200.0,0,8437.5
1300,-212.5,0,8225.0
1301,-200.0,0,8025.0
1302,-200.0,0,7825.0
1303,100.0,1,7925.0
1304,-200.0,0,7725.0
1305,112.5,1,7837.5
1306,112.5,1,7950.0
1307,-237.5,0,7712.5
1308,-200.0,0,7512.5
1309,100.0,1,7612.5
1310,100.0,1,7712.5
1311,112.5,1,7825.0
1312,112.5,1,7937.5
1313,100.0,1,8037.5
1314,-212.5,0,7825.0
1315,-212.5,0,7612.5
1316,100.0,1,7712.5
1317,-200.0,0,7512.5
1318,100.0,1,7612.5
1319,100.0,1,7712.5
1320,-200.0,0,7512.5
1321,100.0,1,7612.5
1322,-200.0,0,7412.5
1323,100.0,1,7512.5
1324,100.0,1,7612.5
1325,-212.5,0,7400.0
1326,112.5,1,7512.5
1327,100.0,1,7612.5
1328,-200.0,0,7412.5
1329,100.0,1,7512.5
1330,112.5,1,7625.0
1331,100.0,1,7725.0
1332,125.0,1,7850.0
1333,100.0,1,7950.0
1334,100.0,1,8050.0
1335,100.0,1,8150.0
1336,112.5,1,8262.5
1337,-212.5,0,8050.0
1338,125.0,1,8175.0
1339,-212.5,0,7962.5
1340,137.5,1,8100.0
1341,100.0,1,8200.0
1342,100.0,1,8300.0
1343,-200.0,0,8100.0
1344,-200.0,0,7900.0
1345,-212.5,0,7687.5
1346,100.0,1,7787.5
1347,100.0,1,7887.5
1348,-200.0,0,7687.5
1349,100.0,1,7787.5
1350,112.5,1,7900.0
1351,100.0,1,8000.0
1352,-212.5,0,7787.5
1353,-225.0,0,7562.5
1354,100.0,1,7662.5
1355,-212.5,0,7450.0
1356,100.0,1,7550.0
1357,100.0,1,7650.0
1358,100.0,1,7750.0
1359,-200.0,0,7550.0
1360,112.5,1,7662.5
1361,112.5,1,7775.0
1362,112.5,1,7887.5
1363,100.0,1,7987.5
1364,137.5,1,8125.0
1365,100.0,1,8225.0
1366,125.0,1,8350.0
1367,-200.0,0,8150.0
1368,125.0,1,8275.0
1369,-200.0,0,8075.0
1370,100.0,1,8175.0
1371,100.0,1,8275.0
1372,125.0,1,8400.0
1373,112.5,1,8512.5
1374,-212.5,0,8300.0
1375,112.5,1,8412.5
1376,100.0,1,8512.5
1377,-212.5,0,8300.0
1378,112.5,1,8412.5
1379,-212.5,0,8200.0
1380,-200.0,0,8000.0
1381,-212.5,0,7787.5
1382,137.5,1,7925.0
1383,-200.0,0,7725.0
1384,-200.0,0,7525.0
1385,112.5,1,7637.5
1386,100.0,1,7737.5
1387,-200.0,0,7537.5
1388,-212.5,0,7325.0
1389,125.0,1,7450.0
1390,-200.0,0,7250.0
1391,100.0,1,7350.0
1392,100.0,1,7450.0
1393,-200.0,0,7250.0
1394,100.0,1,7350.0
1395,-200.0,0,7150.0
1396,-200.0,0,6950.0
1397,100.0,1,7050.0
1398,-200.0,0,6850.0
1399,100.0,1,6950.0
1400,125.0,1,7075.0
1401,112.5,1,7187.5
1402,-200.0,0,6987.5
1403,100.0,1,7087.5
1404,-200.0,0,6887.5
1405,187.5,1,7075.0
1406,112.5,1,7187.5
1407,100.0,1,7287.5
1408,100.0,1,7387.5
1409,100.0,1,7487.5
1410,112.5,1,7600.0
1411,-225.0,0,7375.0
1412,112.5,1,7487.5
1413,-212.5,0,7275.0
1414,100.0,1,7375.0
1415,100.0,1,7475.0
1416,-200.0,0,7275.0
1417,-200.0,0,7075.0
1418,100.0,1,7175.0
1419,-212.5,0,6962.5
1420,-212.5,0,6750.0
1421,100.0,1,6850.0
1422,112.5,1,6962.5
1423,112.5,1,7075.0
1424,-200.0,0,6875.0
1425,137.5,1,7012.5
1426,125.0,1,7137.5
1427,100.0,1,7237.5
1428,-200.0,0,7037.5
1429,-200.0,0,6837.5
1430,112.5,1,6950.0
1431,100.0,1,7050.0
1432,100.0,1,7150.0
1433,112.5,1,7262.5
1434,125.0,1,7387.5
1435,-212.5,0,7175.0
1436,125.0,1,7300.0
1437,-212.5,0,7087.5
1438,100.0,1,7187.5
1439,-200.0,0,6987.5
1440,137.5,1,7125.0
1441,100.0,1,7225.0
1442,112.5,1,7337.5
1443,100.0,1,7437.5
1444,100.0,1,7537.5
1445,-200.0,0,7337.5
1446,-200.0,0,7137.5
1447,112.5,1,7250.0
1448,100.0,1,7350.0
1449,-200.0,0,7150.0
1450,-200.0,0,6950.0
1451,112.5,1,7062.5
1452,-212.5,0,6850.0
1453,100.0,1,6950.0
1454,125.0,1,7075.0
1455,-200.0,0,6875.0
1456,125.0,1,7000.0
1457,112.5,1,7112.5
1458,112.5,1,7225.0
1459,100.0,1,7325.0
1460,-200.0,0,7125.0
1461,112.5,1,7237.5
1462,100.0,1,7337.5
1463,-212.5,0,7125.0
1464,-200.0,0,6925.0
1465,137.5,1,7062.5
1466,100.0,1,7162.5
1467,112.5,1,7275.0
1468,100.0,1,7375.0
1469,-212.5,0,7162.5
1470,-212.5,0,6950.0
1471,-200.0,0,6750.0
1472,112.5,1,6862.5
1473,100.0,1,6962.5
1474,100.0,1,7062.5
1475,-200.0,0,6862.5
1476,100.0,1,6962.5
1477,100.0,1,7062.5
1478,112.5,1,7175.0
1479,162.5,1,7337.5
1480,100.0,1,7437.5
1481,-212.5,0,7225.0
1482,100.0,1,7325.0
1483,-200.0,0,7125.0
1484,-200.0,0,6925.0
1485,100.0,1,7025.0
1486,112.5,1,7137.5
1487,100.0,1,7237.5
1488,112.5,1,7350.0
1489,-200.0,0,7150.0
1490,100.0,1,7250.0
1491,-237.5,0,7012.5
1492,100.0,1,7112.5
1493,112.5,1,7225.0
1494,100.0,1,7325.0
1495,137.5,1,7462.5
1496,137.5,1,7600.0
1497,100.0,1,7700.0
1498,112.5,1,7812.5
1499,100.0,1,7912.5
1500,112.5,1,8025.0
1501,112.5,1,8137.5
1502,112.5,1,8250.0
1503,100.0,1,8350.0
1504,-200.0,0,8150.0
1505,-212.5,0,7937.5
1506,100.0,1,8037.5
1507,137.5,1,8175.0
1508,100.0,1,8275.0
1509,100.0,1,8375.0
1510,112.5,1,8487.5
1511,-200.0,0,8287.5
1512,-200.0,0,8087.5
1513,-200.0,0,7887.5
1514,100.0,1,7987.5
1515,100.0,1,8087.5
1516,-212.5,0,7875.0
1517,112.5,1,7987.5
1518,-200.0,0,7787.5
1519,100.0,1,7887.5
1520,112.5,1,8000.0
1521,100.0,1,8100.0
1522,100.0,1,8200.0
1523,100.0,1,8300.0
1524,-212.5,0,8087.5
1525,-200.0,0,7887.5
1526,100.0,1,7987.5
1527,112.5,1,8100.0
1528,100.0,1,8200.0
1529,125.0,1,8325.0
1530,112.5,1,8437.5
1531,-212.5,0,8225.0
1532,100.0,1,8325.0
1533,100.0,1,8425.0
1534,100.0,1,8525.0
1535,-200.0,0,8325.0
1536,-237.5,0,8087.5
1537,100.0,1,8187.5
1538,100.0,1,8287.5
1539,-200.0,0,8087.5
1540,100.0,1,8187.5
1541,100.0,1,8287.5
1542,112.5,1,8400.0
1543,100.0,1,8500.0
1544,-200.0,0,8300.0
1545,112.5,1,8412.5
1546,112.5,1,8525.0
1547,100.0,1,8625.0
1548,-200.0,0,8425.0
1549,100.0,1,8525.0
1550,112.5,1,8637.5
1551,100.0,1,8737.5
1552,100.0,1,8837.5
1553,100.0,1,8937.5
1554,125.0,1,9062.5
1555,100.0,1,9162.5
1556,112.5,1,9275.0
1557,100.0,1,9375.0
1558,-212.5,0,9162.5
1559,112.5,1,9275.0
1560,-212.5,0,9062.5
1561,-200.0,0,8862.5
1562,112.5,1,8975.0
1563,100.0,1,9075.0
1564,-200.0,0,8875.0
1565,-212.5,0,8662.5
1566,125.0,1,8787.5
1567,-212.5,0,8575.0
1568,112.5,1,8687.5
1569,-200.0,0,8487.5
1570,100.0,1,8587.5
1571,100.0,1,8687.5
1572,125.0,1,8812.5
1573,100.0,1,8912.5
1574,100.0,1,9012.5
1575,100.0,1,9112.5
1576,100.0,1,9212.5
1577,100.0,1,9312.5
1578,-200.0,0,9112.5
1579,112.5,1,9225.0
1580,100.0,1,9325.0
1581,112.5,1,9437.5
1582,100.0,1,9537.5
1583,100.0,1,9637.5
1584,100.0,1,9737.5
1585,112.5,1,9850.0
1586,112.5,1,9962.5
1587,100.0,1,10062.5
1588,-200.0,0,9862.5
1589,112.5,1,9975.0
1590,112.5,1,10087.5
1591,-200.0,0,9887.5
1592,100.0,1,9987.5
1593,125.0,1,10112.5
1594,137.5,1,10250.0
1595,112.5,1,10362.5
1596,100.0,1,10462.5
1597,-200.0,0,10262.5
1598,100.0,1,10362.5
1599,112.5,1,10475.0
1600,-200.0,0,10275.0
1601,112.5,1,10387.5
1602,137.5,1,10525.0
1603,100.0,1,10625.0
1604,100.0,1,10725.0
1605,100.0,1,10825.0
1606,125.0,1,10950.0
1607,-212.5,0,10737.5
1608,100.0,1,10837.5
1609,125.0,1,10962.5
1610,112.5,1,11075.0
1611,-212.5,0,10862.5
1612,-200.0,0,10662.5
1613,112.5,1,10775.0
1614,112.5,1,10887.5
1615,-200.0,0,10687.5
1616,150.0,1,10837.5
1617,-212.5,0,10625.0
1618,-200.0,0,10425.0
1619,-200.0,0,10225.0
1620,-200.0,0,10025.0
1621,-237.5,0,9787.5
1622,100.0,1,9887.5
1623,112.5,1,10000.0
1624,125.0,1,10125.0
1625,112.5,1,10237.5
1626,-212.5,0,10025.0
1627,125.0,1,10150.0
1628,-212.5,0,9937.5
1629,125.0,1,10062.5
1630,-200.0,0,9862.5
1631,-212.5,0,9650.0
1632,112.5,1,9762.5
1633,-212.5,0,9550.0
1634,112.5,1,9662.5
1635,-212.5,0,9450.0
1636,125.0,1,9575.0
1637,112.5,1,9687.5
1638,100.0,1,9787.5
1639,-200.0,0,9587.5
1640,-212.5,0,9375.0
1641,100.0,1,9475.0
1642,-200.0,0,9275.0
1643,112.5,1,9387.5
1644,-225.0,0,9162.5
1645,100.0,1,9262.5
1646,100.0,1,9362.5
1647,100.0,1,9462.5
1648,-212.5,0,9250.0
1649,-225.0,0,9025.0
1650,100.0,1,9125.0
1651,100.0,1,9225.0
1652,112.5,1,9337.5
1653,-225.0,0,9112.5
1654,-200.0,0,8912.5
1655,-212.5,0,8700.0
1656,100.0,1,8800.0
1657,112.5,1,8912.5
1658,-200.0,0,8712.5
1659,-200.0,0,8512.5
1660,100.0,1,8612.5
1661,100.0,1,8712.5
1662,112.5,1,8825.0
1663,112.5,1,8937.5
1664,125.0,1,9062.5
1665,100.0,1,9162.5
1666,-200.0,0,8962.5
1667,112.5,1,9075.0
1668,-200.0,0,8875.0
1669,100.0,1,8975.0
1670,100.0,1,9075.0
1671,-200.0,0,8875.0
1672,100.0,1,8975.0
1673,125.0,1,9100.0
1674,-212.5,0,8887.5
1675,-200.0,0,8687.5
1676,100.0,1,8787.5
1677,-200.0,0,8587.5
1678,100.0,1,8687.5
1679,-212.5,0,8475.0
1680,100.0,1,8575.0
1681,-200.0,0,8375.0
1682,-212.5,0,8162.5
1683,-200.0,0,7962.5
1684,100.0,1,8062.5
1685,-200.0,0,7862.5
1686,112.5,1,7975.0
1687,112.5,1,8087.5
1688,125.0,1,8212.5
1689,125.0,1,8337.5
1690,-200.0,0,8137.5
1691,112.5,1,8250.0
1692,-212.5,0,8037.5
1693,100.0,1,8137.5
1694,100.0,1,8237.5
1695,100.0,1,8337.5
1696,112.5,1,8450.0
1697,-212.5,0,8237.5
1698,112.5,1,8350.0
1699,-200.0,0,8150.0
1700,100.0,1,8250.0
1701,100.0,1,8350.0
1702,100.0,1,8450.0
1703,100.0,1,8550.0
1704,-212.5,0,8337.5
1705,100.0,1,8437.5
1706,-200.0,0,8237.5
1707,100.0,1,8337.5
1708,-200.0,0,8137.5
1709,100.0,1,8237.5
1710,112.5,1,8350.0
1711,-200.0,0,8150.0
1712,112.5,1,8262.5
1713,100.0,1,8362.5
1714,-237.5,0,8125.0
1715,112.5,1,8237.5
1716,-212.5,0,8025.0
1717,-200.0,0,7825.0
1718,125.0,1,7950.0
1719,112.5,1,8062.5
1720,100.0,1,8162.5
1721,-200.0,0,7962.5
1722,125.0,1,8087.5
1723,100.0,1,8187.5
1724,-200.0,0,7987.5
1725,-212.5,0,7775.0
1726,-200.0,0,7575.0
1727,112.5,1,7687.5
1728,112.5,1,7800.0
1729,-200.0,0,7600.0
1730,100.0,1,7700.0
1731,125.0,1,7825.0
1732,100.0,1,7925.0
1733,112.5,1,8037.5
1734,100.0,1,8137.5
1735,100.0,1,8237.5
1736,-200.0,0,8037.5
1737,-212.5,0,7825.0
1738,-212.5,0,7612.5
1739,112.5,1,7725.0
1740,125.0,1,7850.0
1741,125.0,1,7975.0
1742,100.0,1,8075.0
1743,125.0,1,8200.0
1744,137.5,1,8337.5
1745,125.0,1,8462.5
1746,112.5,1,8575.0
1747,100.0,1,8675.0
1748,-200.0,0,8475.0
1749,-200.0,0,8275.0
1750,112.5,1,8387.5
1751,-200.0,0,8187.5
1752,100.0,1,8287.5
1753,112.5,1,8400.0
1754,-200.0,0,8200.0
1755,100.0,1,8300.0
1756,112.5,1,8412.5
1757,100.0,1,8512.5
1758,112.5,1,8625.0
1759,-212.5,0,8412.5
1760,-200.0,0,8212.5
1761,100.0,1,8312.5
1762,112.5,1,8425.0
1763,112.5,1,8537.5
1764,100.0,1,8637.5
1765,100.0,1,8737.5
1766,-212.5,0,8525.0
1767,100.0,1,8625.0
1768,-200.0,0,8425.0
1769,112.5,1,8537.5
1770,100.0,1,8637.5
1771,112.5,1,8750.0
1772,100.0,1,8850.0
1773,-200.0,0,8650.0
1774,162.5,1,8812.5
1775,125.0,1,8937.5
1776,125.0,1,9062.5
1777,100.0,1,9162.5
1778,100.0,1,9262.5
1779,100.0,1,9362.5
1780,-250.0,0,9112.5
1781,-200.0,0,8912.5
1782,-200.0,0,8712.5
1783,100.0,1,8812.5
1784,112.5,1,8925.0
1785,-200.0,0,8725.0
1786,100.0,1,8825.0
1787,-200.0,0,8625.0
1788,100.0,1,8725.0
1789,-200.0,0,8525.0
1790,112.5,1,8637.5
1791,-200.0,0,8437.5
1792,100.0,1,8537.5
1793,-200.0,0,8337.5
1794,-200.0,0,8137.5
1795,100.0,1,8237.5
1796,-200.0,0,8037.5
1797,100.0,1,8137.5
1798,100.0,1,8237.5
1799,-212.5,0,8025.0
1800,100.0,1,8125.0
1801,112.5,1,8237.5
1802,112.5,1,8350.0
1803,150.0,1,8500.0
1804,100.0,1,8600.0
1805,-200.0,0,8400.0
1806,100.0,1,8500.0
1807,-225.0,0,8275.0
1808,100.0,1,8375.0
1809,112.5,1,8487.5
1810,100.0,1,8587.5
1811,-200.0,0,8387.5
1812,-200.0,0,8187.5
1813,125.0,1,8312.5
1814,100.0,1,8412.5
1815,100.0,1,8512.5
1816,100.0,1,8612.5
1817,100.0,1,8712.5
1818,100.0,1,8812.5
1819,100.0,1,8912.5
1820,100.0,1,9012.5
1821,100.0,1,9112.5
1822,100.0,1,9212.5
1823,112.5,1,9325.0
1824,150.0,1,9475.0
1825,100.0,1,9575.0
1826,100.0,1,9675.0
1827,100.0,1,9775.0
1828,112.5,1,9887.5
1829,100.0,1,9987.5
1830,-212.5,0,9775.0
1831,-200.0,0,9575.0
1832,100.0,1,9675.0
1833,-212.5,0,9462.5
1834,112.5,1,9575.0
1835,100.0,1,9675.0
1836,-200.0,0,9475.0
1837,137.5,1,9612.5
1838,-212.5,0,9400.0
1839,-212.5,0,9187.5
1840,-212.5,0,8975.0
1841,100.0,1,9075.0
1842,-225.0,0,8850.0
1843,-200.0,0,8650.0
1844,112.5,1,8762.5
1845,-212.5,0,8550.0
1846,112.5,1,8662.5
1847,112.5,1,8775.0
1848,-212.5,0,8562.5
1849,-212.5,0,8350.0
1850,100.0,1,8450.0
1851,-200.0,0,8250.0
1852,-200.0,0,8050.0
1853,-200.0,0,7850.0
1854,112.5,1,7962.5
1855,112.5,1,8075.0
1856,150.0,1,8225.0
1857,112.5,1,8337.5
1858,100.0,1,8437.5
1859,-212.5,0,8225.0
1860,112.5,1,8337.5
1861,112.5,1,8450.0
1862,112.5,1,8562.5
1863,-200.0,0,8362.5
1864,100.0,1,8462.5
1865,100.0,1,8562.5
1866,-200.0,0,8362.5
1867,-212.5,0,8150.0
1868,112.5,1,8262.5
1869,-200.0,0,8062.5
1870,100.0,1,8162.5
1871,-237.5,0,7925.0
1872,100.0,1,8025.0
1873,112.5,1,8137.5
1874,100.0,1,8237.5
1875,112.5,1,8350.0
1876,125.0,1,8475.0
1877,212.5,1,8687.5
1878,100.0,1,8787.5
1879,100.0,1,8887.5
1880,100.0,1,8987.5
1881,100.0,1,9087.5
1882,-212.5,0,8875.0
1883,125.0,1,9000.0
1884,-212.5,0,8787.5
1885,100.0,1,8887.5
1886,112.5,1,9000.0
1887,100.0,1,9100.0
1888,-200.0,0,8900.0
1889,112.5,1,9012.5
1890,100.0,1,9112.5
1891,137.5,1,9250.0
1892,-200.0,0,9050.0
1893,100.0,1,9150.0
1894,-200.0,0,8950.0
1895,112.5,1,9062.5
1896,100.0,1,9162.5
1897,112.5,1,9275.0
1898,-200.0,0,9075.0
1899,112.5,1,9187.5
1900,112.5,1,9300.0
1901,-200.0,0,9100.0
1902,100.0,1,9200.0
1903,-200.0,0,9000.0
1904,-225.0,0,8775.0
1905,-200.0,0,8575.0
1906,112.5,1,8687.5
1907,100.0,1,8787.5
1908,-200.0,0,8587.5
1909,100.0,1,8687.5
1910,112.5,1,8800.0
1911,137.5,1,8937.5
1912,100.0,1,9037.5
1913,100.0,1,9137.5
1914,-200.0,0,8937.5
1915,-212.5,0,8725.0
1916,112.5,1,8837.5
1917,-200.0,0,8637.5
1918,100.0,1,8737.5
1919,-200.0,0,8537.5
1920,100.0,1,8637.5
1921,-200.0,0,8437.5
1922,112.5,1,8550.0
1923,100.0,1,8650.0
1924,100.0,1,8750.0
1925,100.0,1,8850.0
1926,-200.0,0,8650.0
1927,100.0,1,8750.0
1928,100.0,1,8850.0
1929,100.0,1,8950.0
1930,100.0,1,9050.0
1931,-212.5,0,8837.5
1932,100.0,1,8937.5
1933,100.0,1,9037.5
1934,-212.5,0,8825.0
1935,112.5,1,8937.5
1936,112.5,1,9050.0
1937,112.5,1,9162.5
1938,137.5,1,9300.0
1939,100.0,1,9400.0
1940,-200.0,0,9200.0
1941,-200.0,0,9000.0
1942,-212.5,0,8787.5
1943,100.0,1,8887.5
1944,-200.0,0,8687.5
1945,-200.0,0,8487.5
1946,-212.5,0,8275.0
1947,-212.5,0,8062.5
1948,100.0,1,8162.5
1949,-200.0,0,7962.5
1950,137.5,1,8100.0
1951,125.0,1,8225.0
1952,112.5,1,8337.5
1953,-212.5,0,8125.0
1954,100.0,1,8225.0
1955,112.5,1,8337.5
1956,-200.0,0,8137.5
1957,100.0,1,8237.5
1958,-212.5,0,8025.0
1959,112.5,1,8137.5
1960,-200.0,0,7937.5
1961,-212.5,0,7725.0
1962,-200.0,0,7525.0
1963,-225.0,0,7300.0
1964,100.0,1,7400.0
1965,125.0,1,7525.0
1966,112.5,1,7637.5
1967,100.0,1,7737.5
1968,-200.0,0,7537.5
1969,100.0,1,7637.5
1970,112.5,1,7750.0
1971,112.5,1,7862.5
1972,-212.5,0,7650.0
1973,-212.5,0,7437.5
1974,112.5,1,7550.0
1975,-200.0,0,7350.0
1976,100.0,1,7450.0
1977,112.5,1,7562.5
1978,100.0,1,7662.5
1979,-200.0,0,7462.5
1980,-212.5,0,7250.0
1981,100.0,1,7350.0
1982,-212.5,0,7137.5
1983,112.5,1,7250.0
1984,112.5,1,7362.5
1985,-212.5,0,7150.0
1986,-200.0,0,6950.0
1987,-200.0,0,6750.0
1988,112.5,1,6862.5
1989,-212.5,0,6650.0
1990,112.5,1,6762.5
1991,-200.0,0,6562.5
1992,112.5,1,6675.0
1993,100.0,1,6775.0
1994,-225.0,0,6550.0
1995,100.0,1,6650.0
1996,100.0,1,6750.0
1997,112.5,1,6862.5
1998,100.0,1,6962.5
1999,112.5,1,7075.0
2000,100.0,1,7175.0
2001,-200.0,0,6975.0
2002,112.5,1,7087.5
2003,100.0,1,7187.5
2004,150.0,1,7337.5
2005,-200.0,0,7137.5
2006,-237.5,0,6900.0
2007,100.0,1,7000.0
2008,112.5,1,7112.5
2009,-212.5,0,6900.0
2010,100.0,1,7000.0
2011,112.5,1,7112.5
2012,-200.0,0,6912.5
2013,112.5,1,7025.0
2014,100.0,1,7125.0
2015,-212.5,0,6912.5
2016,112.5,1,7025.0
2017,-200.0,0,6825.0
