Player First Hand,Player Action,Player Hand,Player Sum,Dealer Show Card,Dealer Hand,Dealer Sum,Result,Total Winning,Running Count,True Count
"[6, 2]",H,"[6, 2, 10]",18,9,[ 9.  7. 10.],26,W,-662.5,-4,-2.5
"[5, 3]",H,"[5, 3, 10]",18,7,[ 7.  5. 10.],22,W,-637.5,-3,-2.1
"[111, 9]",S,"[111, 9]",20,4,[  4.   6.   4. 111.   8.],23,W,-612.5,-1,-0.7
"[3, 8]",D,"[3, 8, 4]",15,10,[10. 10.],20,L,-662.5,0,0.0
"[10, 8]",S,"[10, 8]",18,10,[10.  5. 10.],25,W,-637.5,0,0.0
"[9, 6]",H,"[9, 6, 10]",25,10,[10.],10,L,-662.5,-2,-2.0
"[2, 4]",H,"[2, 4, 10]",16,4,[4. 5. 5. 9.],23,W,-637.5,0,0
"[10, 4]",H,"[10, 4, 8]",22,10,[10.],10,L,-712.5,4,2.1
"[111, 6]",H,"[111, 6, 10]",17,7,[ 7. 10.],17,P,-712.5,3,1.7
"[9, 10]",S,"[9, 10]",19,10,[10.  5. 10.],25,W,-687.5,2,1.2
"[7, 10]",S,"[7, 10]",17,111,[111.   2.   7.],20,L,-712.5,0,0.0
"[2, 9]",D,"[2, 9, 4]",15,8,[8. 7. 9.],24,W,-662.5,1,0.7
"[6, 6]",H,"[6, 6, 4, 111]",17,10,[10.  7.],17,P,-662.5,4,2.9
"[2, 10]",H,"[2, 10, 9]",21,8,[ 8. 10.],18,W,-562.5,6,4.7
"[8, 3]",D,"[8, 3, 111]",12,10,[10. 10.],20,L,-912.5,5,4.3
"[3, 111]",H,"[3, 111, 10, 10]",24,10,[10.],10,L,-937.5,3,2.8
"[7, 6]",H,"[7, 6, 3, 9]",25,10,[10.],10,L,-962.5,0,0
"[7, 2]",D,"[7, 2, 9]",18,4,[4. 9. 5.],18,P,-962.5,2,1.1
"[3, 10]",H,"[3, 10, 7]",20,10,[10. 10.],20,P,-962.5,6,3.4
"[10, 10]",S,"[10, 10]",20,2,[ 2. 10.  2.  9.],23,W,-937.5,5,3.0
"[10, 6]",H,"[10, 6, 2]",18,10,[10.  6.  3.],19,L,-1037.5,4,2.5
"[5, 6]",D,"[5, 6, 4]",15,10,[ 10. 111.],21,L,-1062.5,6,4.1
"[2, 10]",H,"[2, 10, 10]",22,10,[10.],10,L,-1087.5,7,5.1
"[9, 111]",S,"[9, 111]",20,8,[  8. 111.],19,W,-1062.5,5,3.9
"[10, 2]",H,"[10, 2, 10]",22,3,[3.],3,L,-1162.5,3,2.5
"[2, 7]",H,"[2, 7, 10]",19,10,[10. 10.],20,L,-1187.5,3,2.6
"[4, 4]",H,"[4, 4, 5]",13,3,[ 3. 10. 10.],23,W,-1162.5,2,1.9
"[3, 10]",H,"[3, 10, 4]",17,10,[ 10. 111.],21,L,-1337.5,0,0
"[6, 10]",S,"[6, 10]",16,6,[ 6. 10.  4.],20,L,-1362.5,-1,-0.5
"[2, 8]",H,"[2, 8, 111]",21,10,[10.  8.],18,W,-1337.5,0,0.0
"[111, 2]",H,"[111, 2, 10, 3, 9]",25,10,[10.],10,L,-1362.5,-1,-0.6
"[2, 5]",H,"[2, 5, 9, 5]",21,10,[10. 10.],20,W,-1337.5,-2,-1.3
"[10, 10]",S,"[10, 10]",20,8,[ 8.  7. 10.],25,W,-1312.5,-1,-0.7
"[3, 2]",H,"[3, 2, 7, 10]",22,9,[9.],9,L,-1337.5,-3,-2.2
"[10, 10]",S,"[10, 10]",20,7,[ 7.  6. 10.],23,W,-1312.5,-1,-0.8
"[9, 10]",S,"[9, 10]",19,10,[ 10. 111.],21,L,-1337.5,-2,-1.7
"[2, 4]",H,"[2, 4, 2, 4, 6]",18,3,[3. 7. 9.],19,L,-1362.5,-5,-4.5
"[8, 10]",S,"[8, 10]",18,10,[10. 10.],20,L,-1387.5,0,0
"[10, 10]",S,"[10, 10]",20,111,[111.  10.],21,L,-1412.5,-3,-1.6
"[10, 6]",H,"[10, 6, 4]",20,10,[10. 10.],20,P,-1412.5,-7,-3.8
"[4, 10]",H,"[4, 10, 5]",19,9,[ 9.  4. 10.],23,W,-1387.5,-8,-4.6
"[6, 3]",H,"[6, 3, 10]",19,10,[10. 10.],20,L,-1412.5,-7,-4.3
"[2, 9]",D,"[2, 9, 5]",16,111,[111.  10.],21,L,-1437.5,-8,-5.2
"[5, 111]",H,"[5, 111, 7, 4]",17,7,[7. 2. 5. 2. 2.],18,L,-1462.5,-8,-5.5
"[3, 7]",D,"[3, 7, 10]",20,8,[ 8. 10.],18,W,-1412.5,-1,-0.8
"[2, 10]",H,"[2, 10, 9]",21,7,[7. 7. 8.],22,W,-1387.5,-1,-0.9
"[6, 5]",D,"[6, 5, 6]",17,3,[  3.   8. 111.   7.],19,L,-1437.5,1,0.9
"[7, 10]",S,"[7, 10]",17,10,[10.  5.  9.],24,W,-1412.5,0,0
"[111, 4]",H,"[111, 4, 3]",18,9,[ 9.  7. 10.],26,W,-1387.5,0,0.0
"[8, 7]",H,"[8, 7, 8]",23,111,[111.],11,L,-1412.5,1,0.6
"[10, 9]",S,"[10, 9]",19,2,[  2. 111. 111.   4.],18,W,-1387.5,1,0.6
"[10, 10]",S,"[10, 10]",20,10,[10.  7.],17,W,-1362.5,0,0.0
"[3, 10]",S,"[3, 10]",13,3,[ 3.  6. 10.],19,L,-1387.5,-2,-1.3
"[5, 10]",S,"[5, 10]",15,2,[ 2.  6. 10.],18,L,-1412.5,-1,-0.7
"[5, 6]",D,"[5, 6, 5]",16,8,[ 8.  2.  2. 10.],22,W,-1362.5,0,0.0
"[111, 6]",D,"[111, 6, 2]",19,5,[5. 4. 4. 8.],21,L,-1612.5,4,3.4
"[6, 10]",S,"[6, 10]",16,5,[ 5. 10.  6.],21,L,-1637.5,8,7.6
"[8, 2]",D,"[8, 2, 2]",12,4,[  4. 111.   3.],18,L,-1687.5,0,0
"[8, 7]",H,"[8, 7, 4]",19,9,[  9. 111.],20,L,-1712.5,3,1.6
"[2, 10]",H,"[2, 10, 8]",20,10,[10. 10.],20,P,-1712.5,4,2.2
"[10, 111]",PBJ,"[10, 111]",21,3,[3. 6.],9,W,-1675.0,2,1.2
"[8, 10]",S,"[8, 10]",18,9,[9. 9.],18,P,-1675.0,2,1.2
"[3, 8]",D,"[3, 8, 10]",21,7,[ 7. 10.],17,W,-1625.0,1,0.7
"[10, 10]",S,"[10, 10]",20,4,[ 4. 10.  3.],17,W,-1600.0,1,0.7
"[2, 5]",H,"[2, 5, 111]",18,10,[10.  2.  5.],17,W,-1575.0,0,0.0
"[5, 8]",H,"[5, 8, 6]",19,7,[  7. 111.],18,W,-1525.0,2,1.6
"[6, 111]",H,"[6, 111, 2]",19,10,[10. 10.],20,L,-1675.0,4,3.5
"[111, 5]",D,"[111, 5, 4]",20,6,[ 6. 10. 10.],26,W,-1625.0,3,2.9
"[9, 2]",D,"[9, 2, 9]",20,9,[9. 8.],17,W,-1375.0,0,0
"[6, 9]",S,"[6, 9]",15,3,[ 3.  5. 10.],18,L,-1400.0,1,0.5
"[10, 10]",S,"[10, 10]",20,10,[ 10. 111.],21,L,-1425.0,3,1.7
"[6, 10]",H,"[6, 10, 10]",26,10,[10.],10,L,-1450.0,-1,-0.6
"[10, 111]",PBJ,"[10, 111]",21,10,[10. 10.],20,W,-1412.5,-3,-1.8
"[7, 5]",H,"[7, 5, 5]",17,10,[10.  3.  6.],19,L,-1437.5,-7,-4.4
"[7, 7]",SP,"[array([ 7, 10]), array([ 7, 10])]","[17, 17]",8,[ 8.  7. 10.],25,"['SW', 'SW']",-1387.5,-3,-2.1
"[6, 10]",H,"[6, 10, 8]",24,10,[10.],10,L,-1412.5,-3,-2.1
"[5, 9]",H,"[5, 9, 10]",24,111,[111.],11,L,-1437.5,-4,-3.2
"[4, 10]",H,"[4, 10, 2, 10]",26,7,[7.],7,L,-1462.5,-5,-4.3
"[10, 111]",PBJ,"[10, 111]",21,10,[10.  4.],14,W,-1425.0,-4,-3.7
"[6, 9]",S,"[6, 9]",15,6,[6. 3. 2. 8.],19,L,-1450.0,-6,-6.0
"[10, 3]",S,"[10, 3]",13,6,[6. 5. 5. 9.],25,W,-1425.0,0,0
"[2, 5]",H,"[2, 5, 10]",17,10,[10. 10.],20,L,-1475.0,3,1.6
"[2, 10]",H,"[2, 10, 10]",22,2,[2.],2,L,-1500.0,2,1.1
"[10, 8]",S,"[10, 8]",18,9,[9. 2. 9.],20,L,-1525.0,2,1.2
"[4, 111]",H,"[4, 111, 10, 10]",25,9,[9.],9,L,-1550.0,2,1.2
"[6, 3]",H,"[6, 3, 4, 111, 6]",20,7,[ 7.  9. 10.],26,W,-1525.0,0,0.0
"[10, 6]",S,"[10, 6]",16,5,[ 5.  9. 10.],24,W,-1450.0,3,2.2
"[2, 9]",D,"[2, 9, 2]",13,8,[8. 8. 5.],21,L,-1600.0,3,2.4
"[111, 8]",S,"[111, 8]",19,10,[10. 10.],20,L,-1625.0,6,5.2
"[4, 10]",H,"[4, 10, 7]",21,8,[ 8. 10.],18,W,-1600.0,3,2.8
"[10, 10]",S,"[10, 10]",20,2,[2. 6. 7. 5.],20,P,-1600.0,0,0
"[10, 10]",S,"[10, 10]",20,5,[  5. 111. 111.],17,W,-1475.0,2,1.1
"[3, 10]",H,"[3, 10, 111, 9]",23,10,[10.],10,L,-1500.0,-1,-0.6
"[5, 8]",H,"[5, 8, 9]",22,10,[10.],10,L,-1525.0,-3,-1.8
"[3, 10]",S,"[3, 10]",13,6,[ 6. 10.  8.],24,W,-1500.0,-3,-1.9
"[10, 8]",S,"[10, 8]",18,4,[ 4. 10.  7.],21,L,-1525.0,-3,-2.0
"[6, 10]",H,"[6, 10, 111]",17,8,[ 8.  7. 10.],25,W,-1500.0,-3,-2.1
"[10, 111]",PBJ,"[10, 111]",21,10,[ 10. 111.],21,W,-1462.5,-4,-3.1
"[7, 5]",H,"[7, 5, 10]",22,10,[10.],10,L,-1487.5,-8,-6.5
"[10, 10]",S,"[10, 10]",20,6,[ 6.  2. 10.],18,W,-1462.5,-8,-6.9
"[10, 7]",S,"[10, 7]",17,6,[6. 9. 9.],24,W,-1437.5,-9,-8.5
"[10, 8]",S,"[10, 8]",18,111,[111.   5.   3.],19,L,-1462.5,0,0
"[8, 3]",D,"[8, 3, 4]",15,10,[10. 10.],20,L,-1512.5,0,0.0
"[6, 6]",SP,"[array([6, 9]), array([6, 9]), array([ 6, 10])]","[15, 15, 16]",3,[  3. 111.  10.   8.],22,"['SW', 'SW', 'SW']",-1437.5,0,0.0
"[7, 7]",H,"[7, 7, 6]",20,10,[ 10. 111.],21,L,-1462.5,1,0.0
"[9, 5]",S,"[9, 5]",14,2,[ 2.  4. 10.  3.],19,L,-1487.5,2,1.3
"[10, 10]",S,"[10, 10]",20,10,[10.  8.],18,W,-1462.5,5,3.6
"[111, 9]",S,"[111, 9]",20,10,[10.  4.  9.],23,W,-1412.5,2,1.5
"[6, 10]",H,"[6, 10, 2]",18,7,[ 7.  7. 10.],24,W,-1387.5,1,0.8
"[9, 10]",S,"[9, 10]",19,5,[ 5. 10. 10.],25,W,-1287.5,3,2.7
"[10, 8]",S,"[10, 8]",18,10,[ 10. 111.],21,L,-1312.5,1,1.0
"[10, 9]",S,"[10, 9]",19,6,[ 6. 10.  8.],24,W,-1287.5,0,0
"[2, 10]",H,"[2, 10, 7]",19,3,[ 3. 10. 10.],23,W,-1262.5,-1,-0.5
"[10, 3]",H,"[10, 3, 10]",23,10,[10.],10,L,-1287.5,-1,-0.6
"[10, 7]",S,"[10, 7]",17,7,[7. 4. 8.],19,L,-1312.5,-3,-1.8
"[9, 5]",H,"[9, 5, 9]",23,111,[111.],11,L,-1337.5,-1,-0.6
"[6, 8]",S,"[6, 8]",14,2,[ 2. 10. 10.],22,W,-1312.5,-1,-0.7
"[10, 8]",S,"[10, 8]",18,7,[ 7.  4. 10.],21,L,-1337.5,-1,-0.7
"[10, 3]",S,"[10, 3]",13,5,[5. 4. 8.],17,L,-1362.5,-1,-0.7
"[2, 6]",H,"[2, 6, 111]",19,5,[ 5. 10.  2.],17,W,-1337.5,1,0.8
"[6, 2]",H,"[6, 2, 5, 10]",23,7,[7.],7,L,-1437.5,3,2.6
"[10, 111]",PBJ,"[10, 111]",21,2,[  2. 111.],13,W,-1400.0,6,5.8
"[5, 7]",H,"[5, 7, 3]",15,2,[ 2. 10.  4.  3.],19,L,-1575.0,0,0
"[111, 9]",S,"[111, 9]",20,10,[10.  7.],17,W,-1550.0,5,2.7
"[8, 10]",S,"[8, 10]",18,7,[7. 9. 7.],23,W,-1475.0,4,2.2
"[6, 5]",D,"[6, 5, 2]",13,111,[111.   9.],20,L,-1725.0,5,3.0
"[4, 2]",H,"[4, 2, 10, 10]",26,7,[7.],7,L,-1750.0,7,4.4
"[10, 10]",S,"[10, 10]",20,6,[ 6. 10.  8.],24,W,-1725.0,8,5.3
"[5, 5]",D,"[5, 5, 5]",15,7,[ 7. 10.],17,L,-2075.0,6,4.3
"[111, 4]",D,"[111, 4, 10]",15,5,[ 5.  8.  3. 10.],26,W,-2025.0,9,6.9
"[4, 3]",H,"[4, 3, 4, 10]",21,10,[ 10.   2. 111. 111.   6.],20,W,-1775.0,9,7.7
"[2, 10]",H,"[2, 10, 3, 9]",24,8,[8.],8,L,-2025.0,10,10.0
"[10, 4]",S,"[10, 4]",14,2,[2. 6. 4. 2. 4.],18,L,-2050.0,0,0
"[9, 5]",H,"[9, 5, 7]",21,7,[ 7. 10.],17,W,-2025.0,5,2.7
"[10, 5]",H,"[10, 5, 3]",18,10,[10.  5.  3.],18,P,-2025.0,7,4.0
"[6, 10]",H,"[6, 10, 10]",26,10,[10.],10,L,-2200.0,9,5.4
"[6, 9]",H,"[6, 9, 10]",25,10,[10.],10,L,-2225.0,7,4.4
"[111, 3]",H,"[111, 3, 7]",21,10,[10.  8.],18,W,-2200.0,6,4.0
"[4, 6]",H,"[4, 6, 9]",19,10,[10.  8.],18,W,-2025.0,6,4.3
"[7, 8]",H,"[7, 8, 6]",21,9,[ 9. 10.],19,W,-1800.0,7,5.4
"[2, 7]",H,"[2, 7, 10]",19,10,[10.  2.  2.  4.],18,W,-1550.0,8,6.6
"[6, 10]",S,"[6, 10]",16,2,[ 2.  7. 10.],19,L,-1800.0,11,10.2
"[4, 7]",D,"[4, 7, 10]",21,10,[10.  4.  6.],20,W,-1750.0,0,0
"[4, 10]",H,"[4, 10, 5]",19,10,[10.  8.],18,W,-1725.0,2,1.1
"[9, 3]",H,"[9, 3, 7]",19,10,[10.  7.],17,W,-1700.0,2,1.1
"[4, 7]",D,"[4, 7, 5]",16,9,[  9. 111.],20,L,-1850.0,4,2.4
"[10, 2]",H,"[10, 2, 2, 111, 10]",25,10,[10.],10,L,-1875.0,6,3.8
"[5, 8]",S,"[5, 8]",13,2,[ 2. 10.  3.  8.],23,W,-1850.0,4,2.7
"[10, 10]",S,"[10, 10]",20,8,[ 8. 10.],18,W,-1675.0,6,4.4
"[2, 9]",D,"[2, 9, 6]",17,10,[10.  3.  5.],18,L,-1825.0,3,2.3
"[10, 10]",S,"[10, 10]",20,6,[ 6.  8. 10.],24,W,-1800.0,6,5.1
"[111, 8]",S,"[111, 8]",19,6,[6. 9. 2.],17,W,-1650.0,4,3.7
"[5, 8]",H,"[5, 8, 3, 3]",19,9,[9. 6. 2.],17,W,-1425.0,0,0
"[10, 10]",S,"[10, 10]",20,8,[8. 7. 6.],21,L,-1525.0,5,2.7
"[10, 7]",S,"[10, 7]",17,4,[ 4.  6. 10.],20,L,-1550.0,5,2.8
"[9, 10]",S,"[9, 10]",19,9,[9. 2. 7.],18,W,-1525.0,6,3.6
"[10, 9]",S,"[10, 9]",19,6,[  6.   4. 111.],21,L,-1700.0,7,4.4
"[10, 10]",S,"[10, 10]",20,8,[ 8.  2. 10.],20,P,-1700.0,7,4.7
"[10, 5]",S,"[10, 5]",15,5,[ 5. 10. 10.],25,W,-1675.0,5,3.6
"[6, 7]",H,"[6, 7, 10]",23,111,[111.],11,L,-1800.0,4,3.1
"[9, 10]",S,"[9, 10]",19,10,[10. 10.],20,L,-1825.0,4,3.3
"[2, 5]",H,"[2, 5, 5, 111]",13,3,[  3.  10.   2. 111.  10.],26,W,-1800.0,1,0.9
"[7, 6]",H,"[7, 6, 7]",20,10,[10.  6.  5.],21,L,-1875.0,0,0
"[10, 10]",S,"[10, 10]",20,111,[111.  10.],21,L,-1900.0,4,2.1
"[10, 10]",S,"[10, 10]",20,10,[10.  8.],18,W,-1875.0,0,0.0
"[4, 4]",SP,"[array([ 4, 10]), array([4, 6, 2])]","[14, 12]",5,[ 5.  5.  5. 10.],25,"['SW', 'SW']",-1800.0,-3,-1.7
"[10, 2]",H,"[10, 2, 9]",21,111,[111.   5.   2.],18,W,-1775.0,2,-1.7
"[2, 3]",H,"[2, 3, 10]",15,4,[  4. 111.  10.   7.],22,W,-1700.0,3,2.1
"[10, 5]",S,"[10, 5]",15,4,[4. 4. 9.],17,L,-1825.0,4,3.1
"[10, 3]",S,"[10, 3]",13,5,[ 5. 10.  3.],18,L,-1850.0,6,5.0
"[111, 9]",S,"[111, 9]",20,10,[10. 10.],20,P,-1850.0,7,6.3
"[6, 9]",H,"[6, 9, 3]",18,111,[111.  10.],21,L,-1875.0,4,3.9
"[5, 8]",S,"[5, 8]",13,3,[ 3. 10. 10.],23,W,-1850.0,0,0
"[10, 9]",S,"[10, 9]",19,5,[5. 3. 3. 4. 9.],24,W,-1825.0,0,0.0
"[111, 10]",PBJ,"[111, 10]",21,2,[2. 7.],9,W,-1750.0,3,1.7
"[7, 10]",S,"[7, 10]",17,10,[10.  7.],17,P,-1750.0,3,1.8
"[9, 111]",S,"[9, 111]",20,8,[  8.   8. 111.],17,W,-1700.0,3,1.9
"[6, 111]",H,"[6, 111, 8, 3]",18,10,[10.  5.  3.],18,P,-1700.0,1,0.7
"[111, 10]",PBJ,"[111, 10]",21,6,[ 6. 10.],16,W,-1662.5,3,2.2
"[10, 7]",S,"[10, 7]",17,4,[ 4.  7. 10.],21,L,-1687.5,1,0.8
"[10, 9]",S,"[10, 9]",19,10,[10.  3. 10.],23,W,-1662.5,2,1.7
"[2, 5]",H,"[2, 5, 10]",17,5,[ 5. 10.  9.],24,W,-1637.5,0,0.0
"[111, 5]",H,"[111, 5, 10]",16,2,[ 2.  6. 10.],18,L,-1662.5,1,1.0
"[8, 3]",D,"[8, 3, 8]",19,5,[5. 7. 2. 3.],17,W,-1612.5,0,0
"[10, 10]",S,"[10, 10]",20,8,[8. 2. 6. 4.],20,P,-1612.5,5,2.7
"[9, 6]",H,"[9, 6, 10]",25,7,[7.],7,L,-1712.5,6,3.4
"[3, 10]",S,"[3, 10]",13,6,[6. 8. 7.],21,L,-1737.5,7,4.2
"[10, 10]",S,"[10, 10]",20,10,[10.  9.],19,W,-1712.5,9,5.7
"[5, 3]",H,"[5, 3, 10]",18,111,[111.   4.  10.  10.],25,W,-1537.5,6,4.0
"[10, 10]",S,"[10, 10]",20,3,[3. 9. 9.],21,L,-1687.5,5,3.7
"[6, 5]",D,"[6, 5, 5]",16,10,[10. 10.],20,L,-1737.5,4,3.2
"[6, 111]",D,"[6, 111, 111]",18,5,[5. 2. 2. 2. 6.],17,W,-1687.5,5,4.3
"[9, 10]",S,"[9, 10]",19,8,[  8. 111.],19,P,-1687.5,9,8.8
"[7, 4]",D,"[7, 4, 3]",14,6,[ 6. 10.  2.],18,L,-2187.5,0,0
"[7, 10]",S,"[7, 10]",17,10,[10. 10.],20,L,-2212.5,4,2.1
"[10, 5]",H,"[10, 5, 6]",21,111,[111.  10.],21,L,-2237.5,2,1.1
"[6, 7]",H,"[6, 7, 8]",21,7,[7. 8. 9.],24,W,-2212.5,1,0.6
"[10, 10]",S,"[10, 10]",20,10,[10.  2.  8.],20,P,-2212.5,4,2.5
"[111, 10]",PBJ,"[111, 10]",21,8,[8. 8.],16,W,-2062.5,2,1.3
"[4, 111]",H,"[4, 111, 2]",17,9,[ 9. 10.],19,L,-2087.5,0,0.0
"[111, 111]",SP,"[array([111, 111]), array([111,   6])]","[12, 117]",10,[10. 10.],20,"['SL', 'SL']",-2137.5,0,0.0
"[5, 10]",H,"[5, 10, 10]",25,8,[8.],8,L,-2162.5,-4,0.0
"[7, 9]",H,"[7, 9, 10]",26,10,[10.],10,L,-2187.5,-5,-4.4
"[4, 3]",H,"[4, 3, 4, 9]",20,9,[ 9. 10.],19,W,-2162.5,-6,-5.7
"[8, 5]",S,"[8, 5]",13,6,[ 6. 10.  5.],21,L,-2187.5,0,0
"[4, 111]",D,"[4, 111, 4]",19,5,[5. 7. 2. 8.],22,W,-2137.5,2,1.1
"[10, 8]",S,"[10, 8]",18,10,[10.  8.],18,P,-2137.5,6,3.4
"[10, 7]",S,"[10, 7]",17,10,[10. 10.],20,L,-2262.5,4,2.4
"[6, 10]",S,"[6, 10]",16,5,[ 5.  4. 10.],19,L,-2287.5,2,1.2
"[7, 111]",D,"[7, 111, 6]",14,4,[ 4. 10.  4.],18,L,-2337.5,3,2.0
"[8, 10]",S,"[8, 10]",18,2,[2. 8. 9.],19,L,-2362.5,5,3.6
