Player First Hand,Player Action,Player Hand,Player Sum,Dealer Show Card,Dealer Hand,Dealer Sum,Result,Total Winning,Running Count,True Count
"[5, 6]",D,"[5, 6, 3]",14,8,[ 8. 10.],18,L,550,9,6.6
"[9, 9]",S,"[9, 9]",18,10,[10. 10.],20,L,525,11,8.7
"[10, 3]",S,"[10, 3]",13,3,[ 3.  8.  5. 10.],26,W,550,9,7.5
"[4, 10]",S,"[4, 10]",14,6,[6. 7. 8.],21,L,300,10,9.3
"[2, 9]",D,"[2, 9, 10]",21,2,[  2. 111.  10.  10.],23,W,350,0,0
"[3, 2]",H,"[3, 2, 10, 10]",25,7,[7.],7,L,325,-2,-1.1
"[10, 10]",S,"[10, 10]",20,3,[ 3. 10.  4.],17,W,350,-1,-0.6
"[7, 10]",S,"[7, 10]",17,10,[10. 10.],20,L,325,-2,-1.2
"[3, 6]",H,"[3, 6, 8]",17,9,[ 9. 10.],19,L,300,-4,-2.5
"[4, 111]",D,"[4, 111, 6]",21,4,[ 4. 10.  8.],22,W,350,-3,-2.0
"[5, 10]",H,"[5, 10, 10]",25,10,[10.],10,L,325,-2,-1.4
"[111, 3]",H,"[111, 3, 8, 2, 10]",24,8,[8.],8,L,300,-4,-3.1
"[7, 111]",S,"[7, 111]",18,7,[ 7.  3.  6. 10.],26,W,325,-4,-3.4
"[10, 8]",S,"[10, 8]",18,9,[ 9.  5. 10.],24,W,350,-2,-1.9
"[10, 10]",S,"[10, 10]",20,5,[ 5. 10.  8.],23,W,375,0,0
"[8, 8]",SP,"[array([ 8,  4,  4, 10]), array([  8, 111])]","[26, 119]",111,[111.   9.],20,"['SL', 'SL']",325,-2,-1.1
"[8, 10]",S,"[8, 10]",18,7,[  7. 111.],18,P,325,-3,-1.1
"[10, 5]",S,"[10, 5]",15,3,[ 3. 10. 10.],23,W,350,-4,-2.4
"[5, 2]",H,"[5, 2, 4, 3, 5]",19,9,[  9.   3. 111.  10.],23,W,375,-5,-3.2
"[6, 5]",D,"[6, 5, 10]",21,10,[10. 10.],20,W,425,-1,-0.7
"[2, 3]",H,"[2, 3, 111, 7, 10]",23,10,[10.],10,L,400,-2,-1.5
"[2, 7]",D,"[2, 7, 10]",19,4,[ 4. 10.  9.],23,W,450,-2,-1.7
"[6, 5]",D,"[6, 5, 10]",21,8,[ 8. 10.],18,W,500,-1,-0.9
"[10, 3]",H,"[10, 3, 3, 8]",24,10,[10.],10,L,475,0,0
"[7, 3]",D,"[7, 3, 7]",17,9,[9. 8.],17,P,475,0,0.0
"[2, 111]",H,"[2, 111, 4]",17,4,[ 4.  5. 10.],19,L,450,3,1.7
"[5, 10]",H,"[5, 10, 10]",25,10,[10.],10,L,425,5,3.0
"[6, 5]",D,"[6, 5, 5]",16,10,[10. 10.],20,L,375,3,1.9
"[3, 10]",H,"[3, 10, 6]",19,10,[10.  7.],17,W,400,4,2.6
"[10, 8]",S,"[10, 8]",18,7,[ 7. 10.],17,W,550,5,3.5
"[5, 8]",S,"[5, 8]",13,2,[ 2. 10. 10.],22,W,675,4,3.0
"[2, 10]",H,"[2, 10, 6]",18,10,[10.  2.  8.],20,L,550,4,3.2
"[10, 7]",S,"[10, 7]",17,10,[ 10. 111.],21,L,525,5,4.4
"[10, 6]",H,"[10, 6, 3]",19,10,[10.  5.  3.],18,W,550,3,2.8
"[10, 4]",H,"[10, 4, 10]",24,10,[10.],10,L,325,0,0
"[4, 10]",S,"[4, 10]",14,3,[3. 2. 8. 8.],21,L,300,-2,-1.0
"[10, 8]",S,"[10, 8]",18,4,[ 4. 10. 10.],24,W,325,0,0.0
"[10, 9]",S,"[10, 9]",19,3,[ 3. 10. 10.],23,W,350,-2,-1.2
"[5, 2]",H,"[5, 2, 5]",12,6,[6. 5. 7.],18,L,325,-4,-2.5
"[10, 10]",S,"[10, 10]",20,10,[10.  7.],17,W,350,2,1.3
"[10, 5]",H,"[10, 5, 10]",25,10,[10.],10,L,325,0,0.0
"[3, 4]",H,"[3, 4, 8, 10]",25,8,[8.],8,L,300,-2,-1.5
"[9, 2]",D,"[9, 2, 2]",13,111,[111.   7.],18,L,250,-1,-0.8
"[10, 111]",PBJ,"[10, 111]",21,10,[10.  3.],13,W,287.5,1,0.9
"[111, 4]",D,"[111, 4, 7]",12,6,[6. 8. 4.],18,L,237.5,-1,-0.9
"[7, 111]",H,"[7, 111, 2]",20,10,[10. 10.],20,P,237.5,0,0
"[4, 5]",D,"[4, 5, 111]",20,3,[ 3. 10.  7.],20,P,237.5,-1,-0.5
"[10, 3]",S,"[10, 3]",13,6,[6. 6. 9.],21,L,212.5,1,0.6
"[2, 3]",H,"[2, 3, 10, 10]",25,10,[10.],10,L,187.5,3,1.8
"[10, 6]",S,"[10, 6]",16,2,[2. 8. 7.],17,L,162.5,2,1.3
"[10, 10]",S,"[10, 10]",20,10,[10.  6. 10.],26,W,187.5,4,2.7
"[9, 8]",S,"[9, 8]",17,8,[ 8. 10.],18,L,162.5,1,0.7
"[10, 5]",H,"[10, 5, 7]",22,10,[10.],10,L,137.5,0,0.0
"[6, 2]",H,"[6, 2, 9]",17,3,[  3. 111.   4.],18,L,112.5,0,0.0
"[10, 5]",H,"[10, 5, 8]",23,10,[10.],10,L,87.5,3,2.6
"[10, 10]",S,"[10, 10]",20,9,[ 9.  3. 10.],22,W,112.5,2,1.9
"[9, 2]",D,"[9, 2, 3]",14,111,[111.  10.],21,L,87.5,0,0
"[6, 7]",S,"[6, 7]",13,4,[4. 3. 8. 3.],18,L,62.5,0,0.0
"[10, 6]",H,"[10, 6, 9]",25,8,[8.],8,L,37.5,5,2.8
"[111, 2]",H,"[111, 2, 8]",21,10,[10.  3.  9.],22,W,62.5,5,2.9
"[6, 6]",SP,"[array([6, 5, 7]), array([6, 9])]","[18, 15]",5,[ 5. 10. 10.],25,"['SW', 'SW']",337.5,5,3.1
"[8, 2]",H,"[8, 2, 111]",21,10,[10. 10.],20,W,362.5,8,3.1
"[5, 10]",S,"[5, 10]",15,2,[2. 4. 9. 8.],23,W,562.5,6,4.5
"[5, 8]",S,"[5, 8]",13,3,[ 3.  2. 10.  4.],19,L,312.5,8,6.5
"[5, 10]",H,"[5, 10, 10]",25,7,[7.],7,L,287.5,11,9.9
"[5, 4]",H,"[5, 4, 4, 111, 10]",24,10,[10.],10,L,262.5,11,10.6
"[3, 4]",H,"[3, 4, 7, 111, 8]",23,10,[10.],10,L,237.5,0,0
"[7, 10]",S,"[7, 10]",17,10,[10.  8.],18,L,212.5,1,0.5
"[10, 10]",S,"[10, 10]",20,10,[10.  3. 10.],23,W,237.5,0,0.0
"[10, 6]",H,"[10, 6, 6]",22,7,[7.],7,L,212.5,-3,-1.8
"[2, 4]",H,"[2, 4, 2, 4, 10]",22,10,[10.],10,L,187.5,-1,-0.6
"[111, 3]",H,"[111, 3, 4]",18,4,[4. 5. 6. 9.],24,W,212.5,1,0.7
"[4, 6]",H,"[4, 6, 5, 10]",25,111,[111.],11,L,62.5,5,3.6
"[10, 3]",H,"[10, 3, 9]",22,10,[10.],10,L,37.5,6,4.7
"[4, 8]",H,"[4, 8, 2, 10]",24,10,[10.],10,L,12.5,5,4.1
"[9, 10]",S,"[9, 10]",19,9,[  9.   6. 111.   3.],19,P,12.5,5,4.5
"[10, 8]",S,"[10, 8]",18,111,[111.   9.],20,L,-12.5,5,5.0
"[4, 6]",H,"[4, 6, 10]",20,10,[10. 10.],20,P,-12.5,0,0
"[6, 4]",D,"[6, 4, 7]",17,8,[8. 2. 6. 2.],18,L,-62.5,-1,-0.5
"[9, 7]",S,"[9, 7]",16,5,[ 5.  8.  3. 10.],26,W,-37.5,5,2.8
"[10, 10]",S,"[10, 10]",20,8,[ 8. 10.],18,W,137.5,7,4.2
"[10, 2]",H,"[10, 2, 10]",22,10,[10.],10,L,37.5,4,2.5
"[9, 3]",H,"[9, 3, 10]",22,9,[9.],9,L,12.5,2,1.3
"[4, 9]",H,"[4, 9, 10]",23,111,[111.],11,L,-12.5,2,1.4
"[10, 10]",S,"[10, 10]",20,6,[ 6.  2. 10.],18,W,12.5,1,0.7
"[10, 9]",S,"[10, 9]",19,10,[10.  3.  2.  5.],20,L,-12.5,0,0.0
"[3, 8]",D,"[3, 8, 2]",13,3,[  3.   3. 111.],17,L,-62.5,1,0.9
"[111, 10]",PBJ,"[111, 10]",21,5,[ 5. 10.],15,W,-25.0,4,3.9
"[2, 4]",H,"[2, 4, 10]",16,3,[3. 4. 8. 5.],20,L,-100.0,0,0
"[10, 8]",S,"[10, 8]",18,10,[10.  7.],17,W,-75.0,4,2.1
"[7, 9]",H,"[7, 9, 111]",17,9,[9. 6. 6.],21,L,-125.0,3,1.7
"[8, 2]",D,"[8, 2, 3]",13,7,[  7. 111.],18,L,-175.0,5,3.0
"[10, 5]",H,"[10, 5, 111, 7]",23,9,[9.],9,L,-200.0,7,4.4
"[7, 10]",S,"[7, 10]",17,111,[111.  10.],21,L,-225.0,7,4.7
"[3, 4]",H,"[3, 4, 2, 4, 10]",23,10,[10.],10,L,-250.0,5,3.6
"[8, 7]",H,"[8, 7, 3]",18,9,[ 9. 10.],19,L,-275.0,7,5.4
"[10, 6]",H,"[10, 6, 6]",22,7,[7.],7,L,-300.0,8,6.7
"[5, 6]",D,"[5, 6, 4]",15,10,[10.  2.  3. 10.],25,W,-250.0,10,9.0
"[7, 4]",D,"[7, 4, 10]",21,10,[10.  3. 10.],23,W,250.0,0,0
"[10, 10]",S,"[10, 10]",20,4,[ 4. 10.  8.],22,W,275.0,0,0.0
"[6, 10]",H,"[6, 10, 3]",19,111,[111.   8.],19,P,275.0,-2,-1.1
"[10, 3]",H,"[10, 3, 9]",22,9,[9.],9,L,250.0,-2,-1.2
"[6, 7]",H,"[6, 7, 2, 8]",23,9,[9.],9,L,225.0,-2,-1.2
"[9, 111]",S,"[9, 111]",20,10,[10.  9.],19,W,250.0,1,0.7
"[10, 10]",S,"[10, 10]",20,10,[10.  4. 10.],24,W,275.0,-1,-0.7
"[111, 9]",S,"[111, 9]",20,2,[  2. 111.  10.   8.],21,L,250.0,-4,-3.0
"[4, 10]",S,"[4, 10]",14,5,[5. 9. 7.],21,L,225.0,-6,-4.9
"[10, 7]",S,"[10, 7]",17,111,[111.   2.   2.   4.],19,L,200.0,-4,-3.5
"[5, 10]",H,"[5, 10, 5]",20,10,[10.  4.  3.],17,W,225.0,-2,-2.0
"[9, 9]",SP,"[array([ 9,  5, 10]), array([ 9, 10])]","[24, 19]",8,[ 8. 10.],18,"['SL', 'SW']",225.0,0,0
"[3, 111]",H,"[3, 111, 9, 7]",20,10,[10.  2.  4.  5.],21,L,200.0,-2,0
"[2, 6]",H,"[2, 6, 111]",19,4,[ 4. 10.  3.],17,W,225.0,1,0.6
"[2, 4]",H,"[2, 4, 8, 10]",24,10,[10.],10,L,175.0,3,1.9
"[10, 10]",S,"[10, 10]",20,4,[ 4. 10.  8.],22,W,200.0,3,2.0
"[3, 4]",H,"[3, 4, 8, 6]",21,111,[111.  10.],21,L,175.0,1,0.7
"[111, 5]",H,"[111, 5, 2]",18,9,[9. 8.],17,W,200.0,2,1.6
"[111, 10]",PBJ,"[111, 10]",21,10,[10.  3.],13,W,350.0,3,2.5
"[2, 10]",H,"[2, 10, 7]",19,7,[ 7. 10.],17,W,375.0,1,0.9
"[10, 6]",S,"[10, 6]",16,6,[ 6.  3. 10.],19,L,300.0,2,2.0
"[10, 8]",S,"[10, 8]",18,5,[ 5. 10.  3.],18,P,300.0,0,0
"[10, 6]",H,"[10, 6, 10]",26,9,[9.],9,L,275.0,0,0.0
"[3, 111]",D,"[3, 111, 2]",16,5,[5. 9. 5.],19,L,225.0,-1,-0.5
"[8, 10]",S,"[8, 10]",18,10,[10.  9.],19,L,200.0,2,1.2
"[8, 3]",D,"[8, 3, 5]",16,10,[10.  2.  6.],18,L,150.0,0,0.0
"[10, 2]",H,"[10, 2, 3]",15,2,[ 2.  4. 10.  8.],24,W,175.0,3,2.0
"[7, 6]",S,"[7, 6]",13,5,[5. 7. 5.],17,L,25.0,5,3.6
"[3, 4]",H,"[3, 4, 111]",18,7,[7. 6. 9.],22,W,50.0,10,7.8
"[111, 7]",H,"[111, 7, 10]",18,10,[10. 10.],20,L,-200.0,13,11.1
"[10, 6]",S,"[10, 6]",16,2,[ 2. 10.  4.  4.],20,L,-225.0,10,9.3
"[8, 9]",S,"[8, 9]",17,111,[111.   2.   3.   7.   5.],18,L,-250.0,0,0
"[7, 5]",H,"[7, 5, 10]",22,10,[10.],10,L,-275.0,3,1.6
"[4, 10]",S,"[4, 10]",14,5,[ 5. 10.  6.],21,L,-300.0,3,1.7
"[10, 10]",S,"[10, 10]",20,5,[5. 8. 7.],20,P,-300.0,4,2.4
"[9, 10]",S,"[9, 10]",19,3,[  3. 111.   2.  10.  10.],26,W,-275.0,4,2.5
"[6, 5]",D,"[6, 5, 10]",21,10,[10. 10.],20,W,-225.0,2,1.4
"[10, 4]",S,"[10, 4]",14,3,[  3.   2.   2.   3. 111.],21,L,-250.0,1,0.7
"[5, 4]",H,"[5, 4, 10]",19,7,[7. 8. 6.],21,L,-275.0,4,3.2
"[10, 10]",S,"[10, 10]",20,10,[10.  8.],18,W,-250.0,7,6.3
"[6, 10]",H,"[6, 10, 3]",19,10,[10. 10.],20,L,-400.0,4,3.9
"[7, 10]",S,"[7, 10]",17,5,[  5.  10. 111.   6.],22,W,-375.0,0,0
"[10, 7]",S,"[10, 7]",17,6,[  6. 111.],17,P,-375.0,0,0.0
"[3, 5]",H,"[3, 5, 9]",17,111,[111.   5.   3.],19,L,-400.0,0,0.0
"[10, 10]",S,"[10, 10]",20,4,[ 4. 10.  2. 10.],26,W,-375.0,3,1.8
"[111, 10]",PBJ,"[111, 10]",21,10,[10.  7.],17,W,-337.5,1,0.6
"[10, 8]",S,"[10, 8]",18,3,[ 3. 10.  8.],21,L,-362.5,-1,-0.7
"[8, 9]",S,"[8, 9]",17,4,[ 4. 10.  5.],19,L,-387.5,-2,-1.4
"[9, 5]",S,"[9, 5]",14,5,[ 5.  2. 10.],17,L,-412.5,-1,-0.8
"[10, 2]",H,"[10, 2, 111, 9]",22,10,[10.],10,L,-437.5,1,0.8
"[4, 7]",D,"[4, 7, 9]",20,3,[ 3.  7. 10.],20,P,-437.5,-1,-0.9
"[111, 5]",H,"[111, 5, 2]",18,8,[8. 3. 3. 9.],23,W,-412.5,2,2.0
"[10, 4]",S,"[10, 4]",14,4,[ 4.  9. 10.],23,W,-162.5,0,0
"[9, 10]",S,"[9, 10]",19,7,[ 7. 10.],17,W,-137.5,0,0.0
"[3, 7]",D,"[3, 7, 8]",18,2,[ 2. 10. 10.],22,W,-87.5,-1,-0.5
"[8, 111]",S,"[8, 111]",19,6,[  6. 111.],17,W,-62.5,0,0.0
"[10, 2]",H,"[10, 2, 5]",17,111,[111.   8.],19,L,-87.5,-1,-0.6
"[10, 10]",S,"[10, 10]",20,6,[6. 2. 3. 7.],18,W,-62.5,-1,-0.7
"[9, 2]",D,"[9, 2, 5]",16,4,[4. 8. 6.],18,L,-112.5,1,0.7
"[10, 8]",S,"[10, 8]",18,10,[10.  6. 10.],26,W,-87.5,5,3.8
"[2, 10]",H,"[2, 10, 3, 111, 10]",26,10,[10.],10,L,-187.5,3,2.5
"[10, 111]",PBJ,"[10, 111]",21,111,[111.  10.],21,W,-150.0,1,0.9
"[9, 10]",S,"[9, 10]",19,6,[ 6. 10.  3.],19,P,-150.0,-3,-2.9
"[5, 3]",H,"[5, 3, 111]",19,2,[ 2.  5.  4. 10.],21,L,-175.0,0,0
"[10, 4]",S,"[10, 4]",14,3,[  3. 111.   8.  10.],22,W,-150.0,3,1.6
"[10, 5]",H,"[10, 5, 10]",25,9,[9.],9,L,-175.0,2,1.1
"[6, 111]",H,"[6, 111, 4]",21,10,[10. 10.],20,W,-150.0,1,0.6
"[10, 7]",S,"[10, 7]",17,5,[5. 4. 6. 9.],24,W,-125.0,0,0.0
"[4, 3]",H,"[4, 3, 4, 3, 7]",21,10,[10.  3.  8.],21,P,-125.0,3,2.1
"[10, 111]",PBJ,"[10, 111]",21,6,[6. 2.],8,W,-12.5,8,6.1
"[10, 8]",S,"[10, 8]",18,10,[10.  8.],18,P,-12.5,8,6.5
"[8, 10]",S,"[8, 10]",18,9,[ 9.  2. 10.],21,L,-262.5,6,5.2
"[9, 10]",S,"[9, 10]",19,8,[8. 4. 9.],21,L,-287.5,5,4.7
"[10, 111]",PBJ,"[10, 111]",21,8,[8. 3.],11,W,-250.0,0,0
"[9, 10]",S,"[9, 10]",19,10,[10. 10.],20,L,-275.0,-1,-0.5
"[111, 3]",D,"[111, 3, 2]",16,5,[ 5. 10. 10.],25,W,-225.0,-4,-2.2
"[6, 4]",D,"[6, 4, 10]",20,2,[  2. 111.  10.   7.],20,P,-225.0,-4,-2.3
"[2, 10]",H,"[2, 10, 5]",17,9,[  9. 111.],20,L,-250.0,-3,-1.9
"[10, 9]",S,"[10, 9]",19,7,[ 7.  7. 10.],24,W,-225.0,-3,-2.0
"[10, 4]",H,"[10, 4, 10]",24,10,[10.],10,L,-250.0,-3,-2.1
"[6, 8]",H,"[6, 8, 7]",21,10,[ 10.   4. 111.  10.],25,W,-225.0,-5,-3.8
"[9, 2]",D,"[9, 2, 9]",20,2,[ 2. 10.  4.  3.],19,W,-175.0,-5,-4.2
"[10, 5]",H,"[10, 5, 10]",25,111,[111.],11,L,-200.0,-2,-1.9
"[5, 5]",D,"[5, 5, 10]",20,8,[8. 8. 2.],18,W,-150.0,0,0
"[6, 111]",D,"[6, 111, 111]",18,6,[6. 9. 9.],24,W,-100.0,2,1.1
"[4, 3]",H,"[4, 3, 10]",17,3,[ 3. 10.  9.],22,W,-75.0,2,1.1
"[8, 3]",D,"[8, 3, 8]",19,6,[  6.  10. 111.],17,W,25.0,3,1.8
"[4, 111]",H,"[4, 111, 3]",18,10,[10.  4.  4.],18,P,25.0,3,1.9
"[5, 8]",H,"[5, 8, 2, 10]",25,8,[8.],8,L,-25.0,5,3.5
"[111, 2]",D,"[111, 2, 111]",14,6,[6. 7. 9.],22,W,25.0,6,4.5
"[4, 10]",H,"[4, 10, 7]",21,10,[10. 10.],20,W,275.0,7,5.8
"[6, 9]",S,"[6, 9]",15,6,[ 6. 10.  3.],19,L,50.0,6,5.4
"[10, 2]",H,"[10, 2, 10]",22,3,[3.],3,L,25.0,8,7.8
"[8, 9]",S,"[8, 9]",17,10,[ 10. 111.],21,L,0.0,0,0
"[10, 10]",S,"[10, 10]",20,10,[10. 10.],20,P,0.0,-2,-1.0
"[8, 10]",S,"[8, 10]",18,6,[ 6. 10.  7.],23,W,25.0,-6,-3.2
"[7, 2]",H,"[7, 2, 3, 10]",22,10,[10.],10,L,0.0,-6,-3.4
"[7, 5]",H,"[7, 5, 8]",20,8,[8. 5. 2. 5.],20,P,0.0,-5,-3.0
"[10, 10]",S,"[10, 10]",20,111,[111. 111.   5.],17,W,25.0,0,0.0
"[2, 2]",SP,"[array([ 2, 10,  5]), array([2, 9, 5])]","[17, 16]",2,[ 2. 10. 10.],22,"['SW', 'SW']",100.0,-3,-2.1
"[9, 6]",S,"[9, 6]",15,6,[6. 7. 3. 8.],24,W,125.0,-1,-2.1
"[8, 4]",S,"[8, 4]",12,6,[ 6.  8. 10.],24,W,225.0,3,2.6
"[9, 3]",H,"[9, 3, 111, 4]",17,10,[10. 10.],20,L,75.0,4,3.9
"[10, 10]",S,"[10, 10]",20,3,[3. 8. 4. 2.],17,W,100.0,0,0
"[3, 7]",D,"[3, 7, 7]",17,6,[  6. 111.],17,P,100.0,1,0.5
"[3, 10]",S,"[3, 10]",13,6,[6. 9. 4.],19,L,75.0,4,2.2
"[8, 5]",H,"[8, 5, 10]",23,7,[7.],7,L,50.0,6,3.5
"[10, 10]",S,"[10, 10]",20,9,[ 9.  5. 10.],24,W,75.0,7,4.3
"[10, 7]",S,"[10, 7]",17,2,[ 2. 10.  5.],17,P,75.0,5,3.3
"[10, 9]",S,"[10, 9]",19,6,[ 6.  8. 10.],24,W,200.0,6,4.2
"[4, 7]",D,"[4, 7, 3]",14,4,[4. 9. 4.],17,L,-100.0,5,3.8
"[2, 10]",S,"[2, 10]",12,5,[ 5.  8. 10.],23,W,-75.0,10,8.3
"[10, 9]",S,"[10, 9]",19,8,[ 8. 10.],18,W,175.0,10,9.0
"[7, 10]",S,"[7, 10]",17,9,[ 9.  4. 10.],23,W,425.0,8,7.7
"[4, 111]",H,"[4, 111, 7, 8]",20,9,[  9. 111.],20,P,425.0,0,0
"[10, 4]",S,"[10, 4]",14,3,[ 3. 10. 10.],23,W,675.0,0,0.0
"[10, 2]",S,"[10, 2]",12,4,[ 4. 10.  7.],21,L,650.0,-1,-0.6
"[3, 10]",S,"[3, 10]",13,5,[ 5. 10. 10.],25,W,675.0,0,0.0
"[2, 9]",D,"[2, 9, 10]",21,4,[ 4.  4.  6. 10.],24,W,725.0,-1,-0.6
"[7, 4]",D,"[7, 4, 10]",21,8,[ 8.  8. 10.],26,W,775.0,1,0.7
"[111, 7]",D,"[111, 7, 8]",16,3,[ 3.  9. 10.],22,W,825.0,1,0.7
"[6, 10]",S,"[6, 10]",16,5,[ 5.  5.  3. 10.],23,W,850.0,1,0.8
"[10, 3]",H,"[10, 3, 10]",23,8,[8.],8,L,750.0,3,2.7
"[111, 4]",H,"[111, 4, 9, 10]",24,10,[10.],10,L,725.0,2,1.9
"[111, 9]",S,"[111, 9]",20,8,[ 8.  5. 10.],23,W,750.0,0,0
"[7, 6]",S,"[7, 6]",13,2,[ 2.  9. 10.],21,L,725.0,-1,-0.5
"[3, 10]",S,"[3, 10]",13,4,[ 4.  2. 10. 10.],26,W,750.0,1,0.6
"[10, 5]",H,"[10, 5, 10]",25,10,[10.],10,L,725.0,1,0.6
"[6, 6]",H,"[6, 6, 2, 4]",18,8,[ 8. 10.],18,P,725.0,-1,-0.6
"[111, 10]",PBJ,"[111, 10]",21,10,[10. 10.],20,W,762.5,2,1.3
"[5, 6]",D,"[5, 6, 10]",21,7,[ 7.  5. 10.],22,W,812.5,-2,-1.4
"[4, 8]",S,"[4, 8]",12,5,[ 5. 10. 10.],25,W,837.5,0,0.0
"[10, 2]",S,"[10, 2]",12,4,[4. 8. 3. 9.],24,W,862.5,0,0.0
"[4, 111]",H,"[4, 111, 7, 111]",13,3,[ 3. 10.  9.],22,W,912.5,2,1.8
"[8, 10]",S,"[8, 10]",18,10,[10.  2.  3.  9.],24,W,987.5,0,0
"[10, 10]",S,"[10, 10]",20,7,[ 7. 10.],17,W,1012.5,0,0.0
"[6, 111]",H,"[6, 111, 10]",17,10,[10.  8.],18,L,987.5,-2,-1.1
"[5, 5]",D,"[5, 5, 2]",12,7,[ 7.  6. 10.],23,W,1037.5,-4,-2.3
"[2, 5]",H,"[2, 5, 10]",17,3,[  3. 111.   7.],21,L,1012.5,0,0.0
"[10, 8]",S,"[10, 8]",18,7,[  7. 111.],18,P,1012.5,2,1.4
"[10, 4]",H,"[10, 4, 10]",24,10,[10.],10,L,987.5,1,0.7
"[10, 6]",H,"[10, 6, 7]",23,10,[10.],10,L,962.5,-1,-0.8
"[4, 10]",H,"[4, 10, 111, 10]",25,9,[9.],9,L,937.5,-1,-0.8
"[10, 10]",S,"[10, 10]",20,10,[10.  5. 10.],25,W,962.5,-3,-2.6
"[4, 10]",H,"[4, 10, 3]",17,7,[  7.   9. 111.],17,P,962.5,-6,-5.7
"[7, 2]",H,"[7, 2, 9]",18,10,[10.  2. 10.],22,W,987.5,0,0
"[8, 7]",H,"[8, 7, 111, 9]",25,10,[10.],10,L,962.5,1,0.5
"[6, 111]",D,"[6, 111, 4]",21,6,[ 6.  8. 10.],24,W,1012.5,0,0.0
"[5, 10]",S,"[5, 10]",15,5,[  5. 111.  10.  10.],26,W,1037.5,1,0.6
"[9, 5]",H,"[9, 5, 8]",22,10,[10.],10,L,1012.5,-1,-0.6
"[9, 8]",S,"[9, 8]",17,111,[111.   5.   3.],19,L,987.5,-1,-0.7
"[9, 8]",S,"[9, 8]",17,7,[7. 6. 4.],17,P,987.5,0,0.0
"[10, 7]",S,"[10, 7]",17,2,[  2.  10. 111.  10.],23,W,1012.5,3,2.3
"[5, 4]",D,"[5, 4, 5]",14,2,[ 2.  5. 10.],17,L,962.5,1,0.9
"[7, 5]",H,"[7, 5, 9]",21,10,[10. 10.],20,W,987.5,5,4.7
"[8, 2]",D,"[8, 2, 10]",20,5,[ 5.  5. 10.],20,P,987.5,0,0
"[10, 10]",S,"[10, 10]",20,4,[  4.  10. 111.   3.],18,W,1212.5,1,0.5
"[8, 5]",S,"[8, 5]",13,6,[ 6.  2.  6. 10.],24,W,1237.5,-1,-0.6
"[10, 5]",H,"[10, 5, 8]",23,7,[7.],7,L,1212.5,2,1.2
"[5, 10]",S,"[5, 10]",15,6,[6. 4. 7.],17,L,1187.5,3,1.9
"[10, 10]",S,"[10, 10]",20,9,[9. 4. 9.],22,W,1212.5,6,4.1
"[6, 2]",H,"[6, 2, 10]",18,111,[111.   3.  10.  10.],24,W,1362.5,5,3.6
