Player First Hand,Player Action,Player Hand,Player Sum,Dealer Show Card,Dealer Hand,Dealer Sum,Result,Total Winning,Running Count,True Count
"[5, 4]",D,"[5, 4, 10]",19,4,[4. 6. 9.],19,P,-500.0,3,1.9
"[6, 7]",S,"[6, 7]",13,3,[3. 6. 6. 7.],22,W,-450.0,6,4.0
"[8, 3]",D,"[8, 3, 10]",21,3,[3. 7. 2. 9.],21,P,-450.0,12,8.7
"[8, 8]",SP,"[array([  8, 111]), array([ 8, 10])]","[19, 18]",4,[ 4.  3. 10.],17,"['SW', 'SW']",-175.0,15,12.0
"[9, 2]",D,"[9, 2, 10]",21,2,[ 2. 10.  9.],21,P,-175.0,14,12.0
"[5, 10]",S,"[5, 10]",15,3,[ 3. 10.  8.],21,L,-200.0,14,14.0
"[10, 3]",H,"[10, 3, 10]",23,10,[10.],10,L,-225.0,0,0
"[10, 4]",S,"[10, 4]",14,3,[3. 6. 8.],17,L,-250.0,-2,-1.0
"[10, 2]",H,"[10, 2, 9]",21,111,[111.   8.],19,W,-225.0,0,0.0
"[2, 10]",S,"[2, 10]",12,5,[5. 7. 7.],19,L,-250.0,-1,-0.6
"[7, 2]",D,"[7, 2, 4]",13,4,[  4.  10. 111.   6.],21,L,-300.0,2,1.2
"[10, 111]",PBJ,"[10, 111]",21,8,[8. 7.],15,W,-262.5,5,3.3
"[7, 10]",S,"[7, 10]",17,5,[5. 8. 3. 9.],25,W,-162.5,4,2.8
"[2, 10]",H,"[2, 10, 5]",17,111,[111.   2.  10.  10.],23,W,37.5,6,4.6
"[10, 4]",S,"[10, 4]",14,6,[ 6. 10. 10.],26,W,212.5,5,4.3
"[7, 2]",H,"[7, 2, 3, 9]",21,10,[10.  9.],19,W,362.5,4,3.7
"[2, 5]",H,"[2, 5, 8, 10]",25,9,[9.],9,L,112.5,0,0
"[6, 2]",H,"[6, 2, 8, 4]",20,10,[10.  6. 10.],26,W,137.5,1,0.5
"[10, 7]",S,"[10, 7]",17,5,[  5.   2.   4. 111.   9.],21,L,87.5,3,1.7
"[3, 10]",S,"[3, 10]",13,2,[ 2. 10.  3.  3.],18,L,62.5,5,3.1
"[10, 6]",S,"[10, 6]",16,5,[5. 9. 5.],19,L,37.5,7,4.6
"[7, 5]",H,"[7, 5, 10]",22,10,[10.],10,L,12.5,9,6.3
"[10, 10]",S,"[10, 10]",20,10,[10.  4.  4.],18,W,37.5,9,6.7
"[10, 4]",H,"[10, 4, 7]",21,111,[111. 111.   8.],20,W,287.5,8,6.4
"[4, 111]",H,"[4, 111, 9, 9]",23,8,[8.],8,L,37.5,7,6.2
"[4, 10]",S,"[4, 10]",14,6,[  6.   9. 111.   3.],19,L,12.5,7,6.7
"[111, 10]",PBJ,"[111, 10]",21,8,[ 8. 10.],18,W,50.0,0,0
"[10, 3]",S,"[10, 3]",13,3,[  3. 111.   5.],19,L,25.0,-3,-1.6
"[5, 4]",H,"[5, 4, 2, 111, 10]",22,7,[7.],7,L,0.0,-2,-1.1
"[2, 10]",H,"[2, 10, 111]",13,3,[ 3. 10.  4.],17,L,-25.0,0,0.0
"[9, 4]",H,"[9, 4, 5]",18,10,[10. 10.],20,L,-50.0,0,0.0
"[5, 10]",H,"[5, 10, 10]",25,10,[10.],10,L,-75.0,0,0.0
"[2, 2]",SP,"[array([  2, 111,   5]), array([2, 9, 9])]","[18, 20]",7,[ 7. 10.],17,"['SW', 'SW']",0.0,-2,-1.4
"[4, 10]",H,"[4, 10, 10]",24,10,[10.],10,L,-25.0,0,-1.4
"[2, 7]",H,"[2, 7, 2, 10]",21,10,[10.  4. 10.],24,W,0.0,-2,-1.7
"[8, 7]",H,"[8, 7, 10]",25,8,[8.],8,L,-25.0,-1,-0.9
"[9, 2]",D,"[9, 2, 10]",21,8,[  8. 111.],19,W,25.0,0,0
"[8, 10]",S,"[8, 10]",18,5,[ 5.  9. 10.],24,W,50.0,-1,-0.5
"[7, 8]",H,"[7, 8, 3]",18,10,[10.  6. 10.],26,W,75.0,-2,-1.1
"[10, 3]",H,"[10, 3, 2, 5]",20,7,[ 7.  2. 10.],19,W,100.0,-1,-0.6
"[10, 10]",S,"[10, 10]",20,8,[ 8.  6. 10.],24,W,125.0,2,1.3
"[7, 10]",S,"[7, 10]",17,8,[ 8. 10.],18,L,100.0,0,0.0
"[7, 10]",S,"[7, 10]",17,9,[9. 8.],17,P,100.0,-1,-0.7
"[2, 111]",H,"[2, 111, 5]",18,10,[10.  8.],18,P,100.0,-1,-0.8
"[111, 2]",H,"[111, 2, 10, 6]",19,10,[10. 10.],20,L,75.0,-1,-0.8
"[9, 6]",H,"[9, 6, 5]",20,10,[10.  2.  8.],20,P,75.0,-3,-2.7
"[3, 5]",H,"[3, 5, 10]",18,4,[ 4.  5. 10.],19,L,50.0,0,0
"[111, 9]",S,"[111, 9]",20,10,[10.  8.],18,W,75.0,2,1.1
"[111, 3]",H,"[111, 3, 111]",15,2,[ 2.  8.  6. 10.],26,W,100.0,0,0.0
"[3, 10]",H,"[3, 10, 10]",23,10,[10.],10,L,75.0,0,0.0
"[10, 111]",PBJ,"[10, 111]",21,6,[6. 2.],8,W,112.5,-2,-1.3
"[10, 10]",S,"[10, 10]",20,5,[5. 7. 3. 7.],22,W,137.5,-2,-1.3
"[4, 6]",D,"[4, 6, 4]",14,6,[6. 3. 9.],18,L,87.5,0,0.0
"[2, 10]",H,"[2, 10, 10]",22,8,[8.],8,L,62.5,5,3.9
"[111, 5]",H,"[111, 5, 9, 10]",25,10,[10.],10,L,37.5,4,3.3
"[3, 10]",H,"[3, 10, 2, 10]",25,10,[10.],10,L,12.5,2,1.8
"[7, 10]",S,"[7, 10]",17,5,[5. 7. 6.],18,L,-12.5,1,1.0
"[8, 7]",H,"[8, 7, 5]",20,10,[10. 10.],20,P,-12.5,0,0
"[10, 10]",S,"[10, 10]",20,8,[8. 8. 7.],23,W,12.5,0,0.0
"[8, 6]",H,"[8, 6, 6]",20,9,[9. 6. 3.],18,W,37.5,-1,-0.6
"[111, 10]",PBJ,"[111, 10]",21,111,[111.   6.],17,W,112.5,3,1.8
"[111, 4]",H,"[111, 4, 10]",15,3,[ 3. 10.  6.],19,L,87.5,1,0.6
"[3, 7]",D,"[3, 7, 10]",20,7,[ 7. 10.],17,W,137.5,1,0.7
"[10, 8]",S,"[10, 8]",18,6,[ 6.  4. 10.],20,L,112.5,2,1.4
"[4, 10]",H,"[4, 10, 8]",22,10,[10.],10,L,87.5,2,1.5
"[2, 3]",H,"[2, 3, 3, 2, 10]",20,2,[ 2.  2. 10.  4.],18,W,112.5,1,0.8
"[7, 5]",S,"[7, 5]",12,5,[ 5. 10.  5.],20,L,-137.5,6,5.7
"[10, 10]",S,"[10, 10]",20,4,[ 4.  4.  2.  2. 10.],22,W,-112.5,0,0
"[7, 111]",H,"[7, 111, 8, 10]",26,10,[10.],10,L,-137.5,1,0.5
"[10, 10]",S,"[10, 10]",20,9,[  9. 111.],20,P,-137.5,-1,-0.6
"[8, 111]",S,"[8, 111]",19,4,[ 4. 10.  5.],19,P,-137.5,-4,-2.4
"[10, 7]",S,"[10, 7]",17,6,[ 6. 10. 10.],26,W,-112.5,-4,-2.5
"[111, 10]",PBJ,"[111, 10]",21,7,[  7. 111.],18,W,-75.0,-5,-3.3
"[111, 7]",S,"[111, 7]",18,8,[ 8.  5. 10.],23,W,-50.0,-7,-4.9
"[9, 6]",S,"[9, 6]",15,4,[4. 9. 9.],22,W,-25.0,-7,-5.3
"[5, 2]",H,"[5, 2, 9]",16,3,[ 3.  7. 10.],20,L,-50.0,-5,-4.1
"[7, 9]",S,"[7, 9]",16,2,[ 2.  8.  4. 10.],24,W,-25.0,-2,-1.8
"[9, 3]",H,"[9, 3, 5]",17,111,[111.   7.],18,L,-50.0,0,0.0
"[10, 111]",PBJ,"[10, 111]",21,4,[4. 3.],7,W,-12.5,0,0
"[5, 6]",D,"[5, 6, 7]",18,10,[10.  3.  8.],21,L,-62.5,0,0.0
"[7, 10]",S,"[7, 10]",17,7,[ 7. 10.],17,P,-62.5,3,1.7
"[10, 10]",S,"[10, 10]",20,10,[10. 10.],20,P,-62.5,3,1.7
"[10, 2]",H,"[10, 2, 10]",22,2,[2.],2,L,-87.5,-1,-0.6
"[9, 10]",S,"[9, 10]",19,10,[10.  5.  9.],24,W,-62.5,-1,-0.6
"[10, 9]",S,"[10, 9]",19,9,[ 9. 10.],19,P,-62.5,-2,-1.4
"[8, 4]",S,"[8, 4]",12,5,[ 5.  5. 10.],20,L,-87.5,-4,-2.8
"[2, 6]",H,"[2, 6, 3, 8]",19,111,[111.   2. 111. 111.   4.],19,P,-87.5,-2,-1.5
"[10, 9]",S,"[10, 9]",19,8,[8. 4. 6.],18,W,-62.5,0,0.0
"[6, 10]",H,"[6, 10, 7]",23,7,[7.],7,L,-87.5,1,1.0
"[111, 4]",H,"[111, 4, 10, 8]",23,10,[10.],10,L,-112.5,0,0
"[2, 3]",H,"[2, 3, 10]",15,6,[6. 6. 7.],19,L,-137.5,-2,-1.1
"[10, 9]",S,"[10, 9]",19,111,[111. 111.   2.   7.],21,L,-162.5,2,1.1
"[10, 3]",S,"[10, 3]",13,4,[ 4. 10.  5.],19,L,-187.5,1,0.6
"[6, 9]",S,"[6, 9]",15,5,[5. 2. 8. 4.],19,L,-212.5,2,1.3
"[5, 3]",H,"[5, 3, 10]",18,3,[3. 8. 5. 9.],25,W,-187.5,6,4.1
"[3, 10]",S,"[3, 10]",13,6,[ 6. 10.  6.],22,W,62.5,9,6.8
"[10, 10]",S,"[10, 10]",20,7,[7. 8. 6.],21,L,-187.5,10,8.1
"[10, 9]",S,"[10, 9]",19,5,[ 5. 10.  7.],22,W,-162.5,10,8.8
"[4, 8]",S,"[4, 8]",12,4,[ 4. 10.  8.],22,W,87.5,10,9.6
"[3, 10]",H,"[3, 10, 8]",21,10,[10.  7.],17,W,337.5,0,0
"[9, 6]",S,"[9, 6]",15,3,[ 3. 10.  5.],18,L,312.5,0,0.0
"[10, 10]",S,"[10, 10]",20,3,[  3.  10.   3. 111.],17,W,337.5,2,1.1
"[6, 6]",SP,"[array([6, 8]), array([ 6, 10])]","[14, 16]",5,[5. 6. 4. 8.],23,"['SW', 'SW']",387.5,0,0.0
"[10, 2]",H,"[10, 2, 10]",22,8,[8.],8,L,362.5,4,0.0
"[7, 10]",S,"[7, 10]",17,5,[5. 5. 9.],19,L,337.5,3,2.1
"[111, 3]",H,"[111, 3, 10, 10]",24,10,[10.],10,L,312.5,5,3.7
"[7, 9]",H,"[7, 9, 7]",23,10,[10.],10,L,287.5,2,1.6
"[4, 4]",H,"[4, 4, 6]",14,4,[  4. 111.   8.   2.   4.],19,L,262.5,3,2.5
"[10, 5]",H,"[10, 5, 6]",21,9,[ 9. 10.],19,W,287.5,8,7.7
"[9, 10]",S,"[9, 10]",19,6,[ 6. 10. 10.],26,W,537.5,0,0
"[10, 10]",S,"[10, 10]",20,111,[111.   6.],17,W,562.5,-2,-1.1
"[7, 2]",D,"[7, 2, 4]",13,4,[  4. 111.  10.  10.],25,W,612.5,-4,-2.2
"[5, 9]",S,"[5, 9]",14,5,[5. 9. 5.],19,L,587.5,-3,-1.8
"[10, 3]",S,"[10, 3]",13,5,[5. 6. 8.],19,L,562.5,0,0.0
"[9, 5]",S,"[9, 5]",14,2,[2. 3. 8. 7.],20,L,537.5,2,1.3
"[111, 10]",PBJ,"[111, 10]",21,10,[10. 10.],20,W,575.0,6,4.3
"[5, 8]",H,"[5, 8, 8]",21,10,[10.  4. 10.],24,W,625.0,2,1.5
"[10, 10]",S,"[10, 10]",20,111,[111.   2.   2. 111.   6.   9.],21,L,575.0,2,1.7
"[10, 10]",S,"[10, 10]",20,2,[  2. 111.  10.   3.   9.],25,W,600.0,1,1.0
"[3, 3]",SP,"[array([  3,   7, 111]), array([ 3, 10])]","[21, 13]",5,[ 5. 10.  3.],18,"['SW', 'SL']",625.0,0,0
"[10, 3]",H,"[10, 3, 5]",18,8,[ 8. 10.],18,P,625.0,2,0
"[4, 6]",D,"[4, 6, 10]",20,6,[ 6. 10.  9.],25,W,675.0,2,1.1
"[10, 5]",S,"[10, 5]",15,5,[  5. 111.  10.   8.],24,W,725.0,3,1.8
"[10, 2]",H,"[10, 2, 10]",22,111,[111.],11,L,700.0,2,1.3
"[111, 111]",SP,"[array([111,   9]), array([111,  10])]","[20, 121]",6,[ 6.  4. 10.],20,"['SP', 'SW']",725.0,0,0.0
"[111, 9]",S,"[111, 9]",20,7,[ 7.  7. 10.],24,W,750.0,-2,0.0
"[7, 6]",S,"[7, 6]",13,3,[ 3. 10.  9.],22,W,775.0,-2,-1.7
"[3, 7]",D,"[3, 7, 4]",14,2,[ 2. 10.  4.  5.],21,L,725.0,0,0.0
"[10, 3]",S,"[10, 3]",13,3,[  3. 111.   8.   7.],19,L,700.0,0,0
"[5, 10]",H,"[5, 10, 5]",20,10,[ 10.   2. 111.   3.  10.],26,W,725.0,1,0.5
"[10, 9]",S,"[10, 9]",19,2,[ 2.  9.  5. 10.],26,W,750.0,1,0.6
"[10, 10]",S,"[10, 10]",20,2,[2. 3. 8. 2. 6.],21,L,725.0,1,0.6
"[111, 8]",S,"[111, 8]",19,8,[8. 6. 5.],19,P,725.0,3,2.0
"[7, 9]",H,"[7, 9, 4]",20,10,[10.  9.],19,W,750.0,4,2.9
"[5, 7]",H,"[5, 7, 2, 10]",24,7,[7.],7,L,600.0,5,3.9
"[4, 10]",S,"[4, 10]",14,3,[3. 9. 5.],17,L,575.0,8,6.7
"[6, 10]",H,"[6, 10, 10]",26,7,[7.],7,L,550.0,10,9.1
"[10, 2]",S,"[10, 2]",12,5,[5. 7. 6.],18,L,525.0,10,9.8
"[6, 6]",H,"[6, 6, 10]",22,10,[10.],10,L,500.0,0,0
"[2, 10]",H,"[2, 10, 4, 111]",17,10,[10.  3.  4.],17,P,500.0,0,0.0
"[7, 7]",H,"[7, 7, 8]",22,10,[10.],10,L,475.0,1,0.6
"[7, 2]",H,"[7, 2, 6, 9]",24,10,[10.],10,L,450.0,2,1.2
"[10, 10]",S,"[10, 10]",20,3,[  3.  10. 111.  10.],24,W,475.0,4,2.5
"[10, 10]",S,"[10, 10]",20,8,[  8.   3. 111.  10.],22,W,500.0,0,0.0
"[4, 3]",H,"[4, 3, 10]",17,8,[ 8. 10.],18,L,475.0,-3,-2.2
"[8, 8]",SP,"[array([  8, 111]), array([ 8,  7, 10])]","[19, 25]",9,[ 9. 10.],19,"['SP', 'SL']",450.0,-3,-2.3
"[10, 111]",PBJ,"[10, 111]",21,6,[6. 5.],11,W,487.5,-5,-2.3
"[10, 2]",S,"[10, 2]",12,5,[  5.  10. 111.  10.],26,W,512.5,-5,-4.6
"[6, 4]",D,"[6, 4, 10]",20,6,[6. 4. 7.],17,W,562.5,0,0
"[8, 3]",D,"[8, 3, 9]",20,9,[9. 8.],17,W,712.5,4,2.1
"[2, 4]",H,"[2, 4, 9]",15,3,[ 3.  3.  6. 10.],22,W,812.5,5,2.8
"[3, 6]",H,"[3, 6, 7, 10]",26,8,[8.],8,L,587.5,9,5.4
"[8, 9]",S,"[8, 9]",17,2,[2. 6. 3. 4. 7.],22,W,612.5,11,7.1
"[7, 10]",S,"[7, 10]",17,5,[ 5.  4. 10.],19,L,362.5,16,11.2
"[10, 10]",S,"[10, 10]",20,9,[9. 8.],17,W,387.5,17,12.8
"[10, 7]",S,"[10, 7]",17,3,[ 3.  7. 10.],20,L,137.5,15,12.0
"[111, 8]",S,"[111, 8]",19,4,[ 4. 10.  7.],21,L,112.5,16,13.9
"[10, 10]",S,"[10, 10]",20,111,[111.  10.],21,L,87.5,16,15.1
"[2, 10]",H,"[2, 10, 7]",19,10,[10.  6.  9.],25,W,112.5,0,0
"[7, 10]",S,"[7, 10]",17,8,[8. 6. 5.],19,L,87.5,1,0.5
"[4, 6]",H,"[4, 6, 10]",20,10,[10. 10.],20,P,87.5,3,1.7
"[4, 10]",S,"[4, 10]",14,4,[4. 2. 6. 7.],19,L,62.5,2,1.2
"[2, 7]",H,"[2, 7, 8]",17,10,[10.  7.],17,P,62.5,6,3.8
"[4, 10]",H,"[4, 10, 8]",22,111,[111.],11,L,37.5,8,5.4
"[2, 111]",D,"[2, 111, 111]",14,6,[6. 9. 3.],18,L,-12.5,7,5.0
"[8, 111]",S,"[8, 111]",19,3,[ 3. 10.  4.],17,W,12.5,8,6.2
"[10, 7]",S,"[10, 7]",17,10,[10.  3.  9.],22,W,262.5,8,6.7
"[10, 5]",S,"[10, 5]",15,4,[4. 9. 6.],19,L,12.5,8,7.3
"[10, 111]",PBJ,"[10, 111]",21,10,[10.  8.],18,W,50.0,10,10.0
"[2, 10]",S,"[2, 10]",12,5,[ 5. 10.  3.],18,L,-200.0,0,0
"[7, 9]",S,"[7, 9]",16,2,[2. 7. 9.],18,L,-225.0,1,0.5
"[10, 4]",H,"[10, 4, 111, 8]",23,111,[111.],11,L,-250.0,4,2.2
"[111, 10]",PBJ,"[111, 10]",21,6,[6. 7.],13,W,-212.5,2,1.2
"[5, 8]",H,"[5, 8, 8]",21,10,[10.  6.  2.],18,W,-187.5,2,1.2
"[10, 8]",S,"[10, 8]",18,5,[  5. 111.  10.   9.],25,W,-87.5,4,2.6
"[3, 10]",H,"[3, 10, 5]",18,10,[10. 10.],20,L,-112.5,2,1.4
"[7, 8]",H,"[7, 8, 9]",24,7,[7.],7,L,-137.5,1,0.8
"[4, 111]",H,"[4, 111, 3]",18,3,[ 3.  6. 10.],19,L,-162.5,3,2.4
"[10, 7]",S,"[10, 7]",17,10,[10.  9.],19,L,-187.5,5,4.5
"[4, 6]",D,"[4, 6, 3]",13,4,[ 4.  2.  4. 10.],20,L,-237.5,4,3.9
"[111, 10]",PBJ,"[111, 10]",21,10,[10.  7.],17,W,-200.0,0,0
"[8, 10]",S,"[8, 10]",18,3,[ 3. 10.  2.  3.],18,P,-200.0,-2,-1.0
"[10, 10]",S,"[10, 10]",20,4,[ 4.  2. 10.  8.],24,W,-175.0,-1,-0.6
"[6, 4]",H,"[6, 4, 10]",20,10,[10.  6.  9.],25,W,-150.0,-2,-1.2
"[6, 6]",H,"[6, 6, 5]",17,10,[10.  3.  4.],17,P,-150.0,-1,-0.6
"[10, 111]",PBJ,"[10, 111]",21,8,[8. 4.],12,W,-112.5,3,2.1
"[111, 2]",D,"[111, 2, 10]",13,5,[ 5. 10.  7.],22,W,-62.5,2,1.4
"[7, 4]",D,"[7, 4, 2]",13,9,[  9. 111.],20,L,-162.5,2,1.6
"[7, 9]",H,"[7, 9, 10]",26,10,[10.],10,L,-187.5,4,3.4
"[7, 10]",S,"[7, 10]",17,5,[ 5.  8. 10.],23,W,-162.5,3,2.7
"[4, 3]",H,"[4, 3, 2, 3, 10]",22,10,[10.],10,L,-287.5,3,3.0
"[4, 10]",H,"[4, 10, 111, 5]",20,9,[9. 6. 3.],18,W,-262.5,0,0
"[7, 10]",S,"[7, 10]",17,5,[ 5.  4. 10.],19,L,-287.5,2,1.1
"[10, 8]",S,"[10, 8]",18,111,[111.   2.   9.   8.],20,L,-312.5,3,1.7
"[7, 10]",S,"[7, 10]",17,10,[10.  5. 10.],25,W,-287.5,2,1.2
"[7, 10]",S,"[7, 10]",17,10,[10.  7.],17,P,-287.5,1,0.6
"[10, 10]",S,"[10, 10]",20,4,[ 4.  6. 10.],20,P,-287.5,1,0.7
"[6, 2]",H,"[6, 2, 10]",18,10,[10.  2.  4.  5.],21,L,-312.5,0,0.0
"[10, 2]",H,"[10, 2, 7]",19,9,[9. 9.],18,W,-287.5,3,2.4
"[6, 10]",H,"[6, 10, 8]",24,10,[10.],10,L,-437.5,4,3.5
"[111, 111]",SP,"[array([111,   3]), array([111,  10])]","[14, 121]",9,[ 9.  3. 10.],22,"['SW', 'SW']",-387.5,3,2.8
"[3, 10]",H,"[3, 10, 10]",23,9,[9.],9,L,-412.5,0,0
"[10, 7]",S,"[10, 7]",17,3,[  3.  10. 111.   8.],22,W,-387.5,-1,-0.5
"[10, 10]",S,"[10, 10]",20,10,[10.  8.],18,W,-362.5,-2,-1.1
"[2, 9]",D,"[2, 9, 7]",18,10,[ 10.   5. 111.  10.],26,W,-312.5,-5,-2.9
"[2, 10]",H,"[2, 10, 10]",22,3,[3.],3,L,-337.5,-5,-3.1
"[7, 2]",H,"[7, 2, 10]",19,10,[ 10. 111.],21,L,-362.5,-5,-3.3
"[9, 10]",S,"[9, 10]",19,2,[ 2. 10.  5.],17,W,-337.5,-6,-4.2
"[3, 10]",S,"[3, 10]",13,6,[ 6. 10. 10.],26,W,-312.5,-6,-4.5
"[4, 9]",H,"[4, 9, 3, 6]",22,10,[10.],10,L,-337.5,-7,-5.7
"[3, 111]",D,"[3, 111, 10]",14,5,[5. 5. 8.],18,L,-387.5,-5,-4.4
"[7, 10]",S,"[7, 10]",17,5,[5. 9. 5.],19,L,-412.5,-4,-3.9
"[111, 10]",PBJ,"[111, 10]",21,6,[6. 4.],10,W,-375.0,0,0
"[3, 111]",H,"[3, 111, 3]",17,4,[ 4.  6. 10.],20,L,-400.0,0,0.0
"[10, 10]",S,"[10, 10]",20,5,[  5. 111.   4.],20,P,-400.0,2,1.1
"[10, 2]",H,"[10, 2, 2, 10]",24,10,[10.],10,L,-425.0,1,0.6
"[9, 6]",H,"[9, 6, 5]",20,8,[ 8.  7. 10.],25,W,-400.0,0,0.0
"[10, 4]",S,"[10, 4]",14,2,[ 2. 10.  2.  4.],18,L,-425.0,2,1.3
"[3, 4]",H,"[3, 4, 9, 2]",18,111,[111.  10.],21,L,-450.0,4,2.9
"[3, 10]",H,"[3, 10, 111, 7]",21,111,[111.   3.  10.   6.],20,W,-425.0,5,3.9
"[8, 5]",H,"[8, 5, 10]",23,111,[111.],11,L,-625.0,5,4.5
"[7, 10]",S,"[7, 10]",17,10,[10. 10.],20,L,-650.0,4,3.9
"[111, 10]",PBJ,"[111, 10]",21,10,[10.  6.],16,W,-612.5,0,0
"[7, 10]",S,"[7, 10]",17,10,[ 10.   3.   2. 111.  10.],26,W,-587.5,-2,-1.0
"[4, 10]",H,"[4, 10, 9]",23,10,[10.],10,L,-612.5,-3,-1.7
