Player First Hand,Player Action,Player Hand,Player Sum,Dealer Show Card,Dealer Hand,Dealer Sum,Result,Total Winning,Running Count,True Count
"[10, 4]",S,"[10, 4]",14,3,[3. 6. 8.],17,L,0.0,-2,-1.0
"[8, 111]",S,"[8, 111]",19,4,[ 4.  2. 10.  2.],18,W,25.0,0,0.0
"[10, 10]",S,"[10, 10]",20,8,[ 8.  8. 10.],26,W,50.0,1,0.6
"[4, 5]",H,"[4, 5, 9]",18,10,[10. 10.],20,L,25.0,-2,-1.2
"[3, 10]",H,"[3, 10, 9]",22,10,[10.],10,L,0.0,-2,-1.3
"[7, 6]",S,"[7, 6]",13,2,[ 2.  2.  6. 10.],20,L,-25.0,-3,-2.1
"[3, 8]",D,"[3, 8, 5]",16,7,[ 7. 10.],17,L,-75.0,1,0.8
"[3, 5]",H,"[3, 5, 9]",17,7,[ 7.  8. 10.],25,W,-50.0,3,2.4
"[10, 111]",PBJ,"[10, 111]",21,8,[8. 4.],12,W,250.0,5,4.5
"[10, 10]",S,"[10, 10]",20,10,[10. 10.],20,P,250.0,4,3.9
"[3, 10]",S,"[3, 10]",13,6,[6. 2. 7. 3.],18,L,100.0,0,0
"[8, 10]",S,"[8, 10]",18,4,[ 4.  4. 10.],18,P,100.0,4,2.1
"[4, 10]",H,"[4, 10, 8]",22,111,[111.],11,L,75.0,4,2.2
"[10, 10]",S,"[10, 10]",20,7,[ 7.  6. 10.],23,W,100.0,3,1.8
"[4, 10]",H,"[4, 10, 7]",21,10,[10. 10.],20,W,125.0,2,1.2
"[10, 10]",S,"[10, 10]",20,5,[5. 5. 6. 3.],19,W,150.0,1,0.7
"[5, 10]",H,"[5, 10, 10]",25,111,[111.],11,L,75.0,3,2.1
"[4, 6]",D,"[4, 6, 8]",18,7,[7. 5. 2. 2. 9.],25,W,125.0,1,0.8
"[10, 6]",H,"[10, 6, 10]",26,10,[10.],10,L,-125.0,7,6.0
"[4, 10]",S,"[4, 10]",14,4,[ 4.  2.  5. 10.],21,L,-150.0,5,4.6
"[6, 7]",H,"[6, 7, 7]",20,9,[9. 9.],18,W,-125.0,0,0
"[4, 7]",D,"[4, 7, 5]",16,10,[ 10.   5. 111.   7.],23,W,-25.0,3,1.6
"[5, 10]",H,"[5, 10, 6]",21,9,[ 9. 10.],19,W,100.0,6,3.4
"[2, 2]",SP,"[array([2, 3, 7, 9]), array([ 2, 10,  2]), array([  2,   8, 111])]","[21, 14, 121]",3,[ 3. 10. 10.],23,"['SW', 'SW', 'SW']",325.0,6,3.6
"[6, 10]",H,"[6, 10, 10]",26,9,[9.],9,L,300.0,9,3.6
"[10, 8]",S,"[10, 8]",18,2,[  2.   3.   2. 111.],18,P,300.0,8,5.9
"[3, 10]",H,"[3, 10, 3, 4]",20,10,[10.  4.  9.],23,W,325.0,9,7.3
"[8, 111]",S,"[8, 111]",19,10,[10.  3.  9.],22,W,575.0,11,10.0
"[8, 10]",S,"[8, 10]",18,6,[ 6. 10.  7.],23,W,825.0,10,10.0
"[9, 10]",S,"[9, 10]",19,4,[ 4.  9. 10.],23,W,1075.0,0,0
"[3, 9]",H,"[3, 9, 6]",18,111,[111.   6.],17,W,1100.0,-1,-0.5
"[10, 10]",S,"[10, 10]",20,111,[111.   4.   6.],21,L,1075.0,1,0.6
"[4, 7]",D,"[4, 7, 9]",20,10,[10. 10.],20,P,1075.0,0,0.0
"[8, 4]",S,"[8, 4]",12,4,[ 4.  5.  7. 10.],26,W,1100.0,0,0.0
"[10, 8]",S,"[10, 8]",18,8,[ 8. 10.],18,P,1100.0,3,2.0
"[10, 4]",S,"[10, 4]",14,3,[ 3.  2.  9. 10.],24,W,1175.0,1,0.7
"[111, 3]",H,"[111, 3, 5]",19,10,[10.  3.  4.],17,W,1225.0,2,1.5
"[10, 4]",H,"[10, 4, 5]",19,9,[9. 2. 9.],20,L,1100.0,4,3.4
"[10, 111]",PBJ,"[10, 111]",21,111,[111.   8.],19,W,1137.5,6,5.6
"[2, 111]",H,"[2, 111, 10]",13,2,[ 2.  7. 10.],19,L,1012.5,3,3.0
"[10, 10]",S,"[10, 10]",20,10,[10.  8.],18,W,1037.5,0,0
"[4, 5]",H,"[4, 5, 5, 10]",24,9,[9.],9,L,1012.5,-3,-1.6
"[3, 10]",H,"[3, 10, 10]",23,8,[8.],8,L,987.5,-1,-0.5
"[2, 2]",SP,"[array([ 2,  4, 10]), array([ 2,  3, 10])]","[16, 15]",3,[ 3.  4. 10.],17,"['SL', 'SL']",937.5,-2,-1.1
"[10, 9]",S,"[10, 9]",19,2,[ 2. 10.  5.],17,W,962.5,1,-1.1
"[8, 7]",H,"[8, 7, 8]",23,111,[111.],11,L,937.5,1,0.7
"[9, 2]",D,"[9, 2, 2]",13,111,[111.  10.],21,L,912.5,1,0.7
"[111, 10]",PBJ,"[111, 10]",21,10,[10.  9.],19,W,950.0,1,0.8
"[3, 3]",H,"[3, 3, 10, 111]",17,10,[10. 10.],20,L,925.0,-2,-1.6
"[7, 5]",H,"[7, 5, 9]",21,10,[10.  7.],17,W,950.0,-4,-3.6
"[10, 10]",S,"[10, 10]",20,8,[ 8. 10.],18,W,975.0,-2,-2.0
"[6, 3]",D,"[6, 3, 6]",15,2,[ 2. 10.  7.],19,L,925.0,0,0
"[7, 111]",H,"[7, 111, 6, 7]",21,10,[10.  7.],17,W,950.0,4,2.1
"[2, 111]",H,"[2, 111, 3, 5]",21,10,[10. 10.],20,W,1075.0,6,3.4
"[7, 111]",H,"[7, 111, 8, 10]",26,10,[10.],10,L,925.0,6,3.6
"[10, 10]",S,"[10, 10]",20,8,[ 8.  2.  6. 10.],26,W,950.0,4,2.6
"[3, 4]",H,"[3, 4, 5]",12,4,[ 4. 10.  7.],21,L,875.0,3,2.1
"[9, 8]",S,"[9, 8]",17,10,[10.  6.  3.],19,L,850.0,7,5.3
"[111, 8]",S,"[111, 8]",19,9,[9. 9.],18,W,875.0,8,6.5
"[3, 5]",H,"[3, 5, 8, 10]",26,10,[10.],10,L,625.0,7,6.1
"[10, 4]",H,"[10, 4, 4]",18,10,[10.  9.],19,L,600.0,7,6.6
"[10, 3]",H,"[10, 3, 10]",23,10,[10.],10,L,575.0,0,0
"[6, 6]",SP,"[array([6, 7]), array([6, 9])]","[13, 15]",4,[ 4.  6.  6. 10.],26,"['SW', 'SW']",625.0,-2,-1.0
"[7, 2]",H,"[7, 2, 4, 9]",22,111,[111.],11,L,600.0,3,-1.0
"[5, 9]",H,"[5, 9, 5]",19,10,[10.  6. 10.],26,W,625.0,5,3.0
"[8, 10]",S,"[8, 10]",18,8,[8. 7. 2.],17,W,775.0,6,3.9
"[111, 7]",D,"[111, 7, 2]",20,3,[3. 5. 3. 4. 4.],19,W,1175.0,7,4.8
"[10, 111]",PBJ,"[10, 111]",21,2,[2. 4.],6,W,1550.0,13,9.9
"[8, 111]",S,"[8, 111]",19,10,[10.  5. 10.],25,W,1800.0,13,10.6
"[2, 7]",D,"[2, 7, 4]",13,4,[ 4.  7. 10.],21,L,1300.0,11,9.7
"[10, 10]",S,"[10, 10]",20,5,[ 5. 10.  3.],18,W,1325.0,15,14.7
"[6, 4]",D,"[6, 4, 111]",21,8,[ 8.  4. 10.],22,W,1825.0,0,0
"[6, 10]",H,"[6, 10, 2]",18,111,[111.  10.],21,L,1800.0,1,0.5
"[7, 4]",D,"[7, 4, 10]",21,2,[2. 9. 2. 3. 6.],22,W,1850.0,0,0.0
"[8, 9]",S,"[8, 9]",17,5,[  5.   6. 111. 111.  10.],23,W,1975.0,5,3.1
"[4, 5]",H,"[4, 5, 3, 3, 7]",22,10,[10.],10,L,1875.0,4,2.7
"[10, 7]",S,"[10, 7]",17,10,[10.  9.],19,L,1850.0,8,5.8
"[10, 10]",S,"[10, 10]",20,2,[ 2.  9. 10.],21,L,1825.0,7,5.4
"[4, 6]",D,"[4, 6, 10]",20,6,[6. 8. 8.],22,W,1875.0,5,4.1
"[111, 3]",H,"[111, 3, 10, 10]",24,9,[9.],9,L,1625.0,7,6.4
"[10, 5]",H,"[10, 5, 10]",25,9,[9.],9,L,1600.0,5,5.0
"[7, 5]",H,"[7, 5, 111, 10]",23,9,[9.],9,L,1575.0,0,0
"[8, 8]",SP,"[array([ 8, 10]), array([ 8, 10])]","[18, 18]",5,[  5.  10. 111.  10.],26,"['SW', 'SW']",1625.0,0,0.0
"[8, 10]",S,"[8, 10]",18,10,[10.  2.  6.],18,P,1625.0,-4,0.0
"[6, 111]",D,"[6, 111, 4]",21,4,[ 4.  3. 10.],17,W,1675.0,-4,-2.4
"[10, 2]",H,"[10, 2, 5]",17,111,[111.   6.],17,P,1675.0,-2,-1.3
"[111, 8]",S,"[111, 8]",19,8,[ 8. 10.],18,W,1700.0,-1,-0.7
"[10, 4]",S,"[10, 4]",14,3,[ 3. 10. 10.],23,W,1725.0,-3,-2.2
"[10, 2]",S,"[10, 2]",12,5,[ 5. 10.  9.],24,W,1750.0,-4,-3.2
"[6, 111]",H,"[6, 111, 9, 7]",23,10,[10.],10,L,1725.0,-4,-3.4
"[6, 2]",H,"[6, 2, 3, 10]",21,10,[10.  7.],17,W,1750.0,-4,-3.7
"[9, 10]",S,"[9, 10]",19,4,[  4. 111.   7.  10.],22,W,1775.0,0,0
"[9, 8]",S,"[9, 8]",17,8,[8. 5. 5.],18,L,1750.0,-1,-0.5
"[10, 10]",S,"[10, 10]",20,111,[111.   8.],19,W,1775.0,1,0.6
"[2, 8]",H,"[2, 8, 4, 10]",24,10,[10.],10,L,1750.0,-2,-1.2
"[3, 10]",H,"[3, 10, 3, 7]",23,10,[10.],10,L,1725.0,-2,-1.2
"[10, 9]",S,"[10, 9]",19,111,[111.  10.],21,L,1700.0,-1,-0.7
"[6, 10]",S,"[6, 10]",16,3,[ 3.  3. 10.  6.],22,W,1725.0,-4,-2.8
"[3, 10]",S,"[3, 10]",13,3,[3. 8. 3. 4.],18,L,1700.0,-2,-1.5
"[4, 8]",H,"[4, 8, 2, 9]",23,7,[7.],7,L,1675.0,1,0.8
"[10, 7]",S,"[10, 7]",17,6,[6. 9. 5.],20,L,1650.0,4,3.6
"[10, 10]",S,"[10, 10]",20,7,[7. 6. 7.],20,P,1650.0,6,5.9
"[6, 8]",H,"[6, 8, 10]",24,10,[10.],10,L,1625.0,0,0
"[3, 5]",H,"[3, 5, 10]",18,111,[111.   4. 111.  10.  10.],26,W,1650.0,-1,-0.5
"[4, 3]",H,"[4, 3, 10]",17,9,[9. 3. 6.],18,L,1625.0,-3,-1.7
"[10, 5]",H,"[10, 5, 8]",23,10,[10.],10,L,1600.0,0,0.0
"[4, 7]",D,"[4, 7, 4]",15,4,[ 4. 10.  6.],20,L,1550.0,-1,-0.6
"[6, 10]",S,"[6, 10]",16,6,[ 6. 10.  7.],23,W,1575.0,3,2.1
"[8, 7]",S,"[8, 7]",15,2,[ 2.  5.  2. 10.],19,L,1475.0,4,2.9
"[111, 10]",PBJ,"[111, 10]",21,5,[5. 2.],7,W,1512.5,7,5.6
"[3, 3]",H,"[3, 3, 111]",17,10,[10. 10.],20,L,1262.5,7,6.0
"[4, 10]",H,"[4, 10, 10]",24,10,[10.],10,L,1237.5,6,5.6
"[10, 10]",S,"[10, 10]",20,5,[ 5.  8. 10.],23,W,1262.5,4,4.0
"[9, 7]",S,"[9, 7]",16,5,[  5.   5. 111.],21,L,1187.5,0,0
"[9, 111]",S,"[9, 111]",20,10,[10.  7.],17,W,1212.5,2,1.1
"[10, 6]",S,"[10, 6]",16,4,[ 4. 10.  4.],18,L,1187.5,1,0.5
"[10, 2]",H,"[10, 2, 3, 7]",22,8,[8.],8,L,1162.5,2,1.2
"[8, 7]",H,"[8, 7, 10]",25,7,[7.],7,L,1137.5,4,2.4
"[111, 10]",PBJ,"[111, 10]",21,2,[2. 6.],8,W,1175.0,5,3.2
"[9, 6]",S,"[9, 6]",15,2,[2. 9. 9.],20,L,1050.0,5,3.4
"[2, 10]",S,"[2, 10]",12,5,[ 5. 10.  6.],21,L,1025.0,7,5.1
"[8, 10]",S,"[8, 10]",18,8,[8. 5. 4.],17,W,1050.0,8,6.2
"[3, 5]",H,"[3, 5, 5]",13,4,[ 4.  6.  4. 10.],24,W,1300.0,9,7.5
"[10, 10]",S,"[10, 10]",20,6,[ 6.  6. 10.],22,W,1550.0,14,13.2
"[4, 10]",H,"[4, 10, 3]",17,10,[10. 10.],20,L,1300.0,0,0
"[3, 6]",H,"[3, 6, 6, 2]",17,10,[ 10.   5. 111.  10.],26,W,1325.0,-1,-0.5
"[10, 4]",H,"[10, 4, 10]",24,111,[111.],11,L,1300.0,1,0.6
"[4, 2]",H,"[4, 2, 10]",16,6,[6. 9. 9.],24,W,1325.0,-1,-0.6
"[10, 5]",H,"[10, 5, 9]",24,8,[8.],8,L,1300.0,1,0.6
"[10, 9]",S,"[10, 9]",19,111,[111.   8.],19,P,1300.0,1,0.7
"[2, 2]",H,"[2, 2, 9, 8]",21,10,[10.  4. 10.],24,W,1325.0,-1,-0.7
"[8, 3]",D,"[8, 3, 10]",21,3,[  3. 111.  10. 111.   2.],17,W,1375.0,0,0.0
"[10, 10]",S,"[10, 10]",20,7,[ 7.  4. 10.],21,L,1350.0,-1,-0.9
"[6, 10]",H,"[6, 10, 5]",21,10,[10.  5. 10.],25,W,1375.0,-2,-2.0
"[10, 10]",S,"[10, 10]",20,5,[ 5. 10.  3.],18,W,1400.0,0,0
"[2, 111]",D,"[2, 111, 5]",18,5,[5. 7. 3. 5.],20,L,1350.0,-1,-0.5
"[6, 7]",H,"[6, 7, 5]",18,10,[10.  8.],18,P,1350.0,4,2.3
"[8, 10]",S,"[8, 10]",18,5,[5. 2. 4. 4. 9.],24,W,1375.0,6,3.6
"[8, 10]",S,"[8, 10]",18,4,[ 4. 10.  3.],17,W,1625.0,9,5.8
"[10, 10]",S,"[10, 10]",20,10,[10.  5.  7.],22,W,1875.0,9,6.2
"[9, 111]",S,"[9, 111]",20,3,[ 3.  9.  2. 10.],24,W,2125.0,8,5.9
"[10, 10]",S,"[10, 10]",20,6,[6. 7. 6.],19,W,2375.0,8,6.5
"[9, 10]",S,"[9, 10]",19,10,[10.  7.],17,W,2625.0,9,7.9
"[10, 9]",S,"[10, 9]",19,2,[ 2.  9.  3. 10.],24,W,2875.0,8,7.6
"[3, 6]",D,"[3, 6, 8]",17,3,[ 3.  5.  7. 10.],25,W,3375.0,0,0
"[10, 9]",S,"[10, 9]",19,10,[10. 10.],20,L,3300.0,4,2.1
"[4, 7]",D,"[4, 7, 5]",16,2,[  2.   6. 111.],19,L,3250.0,1,0.6
"[10, 3]",S,"[10, 3]",13,4,[ 4.  3. 10.],17,L,3225.0,5,3.0
"[3, 10]",H,"[3, 10, 6]",19,10,[10.  9.],19,P,3225.0,6,3.8
"[6, 2]",H,"[6, 2, 9]",17,2,[  2.   4.  10. 111.],17,P,3225.0,6,4.1
"[7, 5]",H,"[7, 5, 3, 9]",24,111,[111.],11,L,3200.0,8,5.9
"[10, 10]",S,"[10, 10]",20,6,[ 6. 10.  8.],24,W,3225.0,10,8.0
"[5, 10]",H,"[5, 10, 9]",24,7,[7.],7,L,2975.0,8,6.9
"[111, 2]",H,"[111, 2, 10, 7]",20,10,[10.  8.],18,W,3000.0,9,8.4
"[4, 5]",D,"[4, 5, 10]",19,3,[ 3. 10.  5.],18,W,3500.0,0,0
"[10, 10]",S,"[10, 10]",20,3,[ 3. 10. 10.],23,W,3525.0,2,1.1
"[6, 6]",H,"[6, 6, 9]",21,111,[111.   8.],19,W,3550.0,-1,-0.6
"[111, 111]",SP,"[array([111,   6]), array([111,   9])]","[17, 120]",10,[10.  3.  7.],20,"['SL', 'SP']",3525.0,0,0.0
"[6, 2]",H,"[6, 2, 10]",18,7,[ 7. 10.],17,W,3550.0,0,0.0
"[10, 4]",H,"[10, 4, 10]",24,10,[10.],10,L,3525.0,1,0.7
"[7, 10]",S,"[7, 10]",17,8,[8. 7. 2.],17,P,3525.0,-1,-0.7
"[5, 10]",H,"[5, 10, 2]",17,8,[8. 7. 9.],24,W,3550.0,1,0.8
"[8, 10]",S,"[8, 10]",18,8,[8. 9.],17,W,3650.0,3,2.6
"[2, 7]",D,"[2, 7, 9]",18,3,[  3. 111.  10. 111.  10.],25,W,3750.0,2,1.8
"[10, 7]",S,"[10, 7]",17,10,[10. 10.],20,L,3725.0,0,0
"[4, 5]",H,"[4, 5, 8]",17,10,[10. 10.],20,L,3700.0,-2,-1.0
"[8, 10]",S,"[8, 10]",18,8,[ 8. 10.],18,P,3700.0,-2,-1.1
"[10, 111]",PBJ,"[10, 111]",21,9,[ 9. 10.],19,W,3737.5,-4,-2.3
"[5, 7]",H,"[5, 7, 2]",14,3,[ 3.  2. 10.  2.],17,L,3712.5,-7,-4.2
"[10, 9]",S,"[10, 9]",19,8,[8. 8. 8.],24,W,3737.5,-2,-1.3
"[4, 3]",H,"[4, 3, 10]",17,6,[ 6. 10. 10.],26,W,3762.5,-3,-2.1
"[7, 2]",H,"[7, 2, 4, 3, 3]",19,7,[ 7. 10.],17,W,3787.5,-3,-2.3
"[10, 111]",PBJ,"[10, 111]",21,10,[10.  2.],12,W,3862.5,2,1.7
"[2, 10]",H,"[2, 10, 6]",18,8,[8. 4. 9.],21,L,3837.5,0,0.0
"[10, 6]",S,"[10, 6]",16,6,[6. 4. 7.],17,L,3812.5,2,2.0
"[2, 8]",D,"[2, 8, 10]",20,9,[ 9. 10.],19,W,3862.5,0,0
"[6, 10]",H,"[6, 10, 4]",20,10,[10.  5.  3.],18,W,3887.5,-1,-0.5
"[9, 10]",S,"[9, 10]",19,8,[  8.   3. 111.   7.],19,P,3887.5,1,0.6
"[3, 9]",H,"[3, 9, 7]",19,2,[2. 7. 7. 6.],22,W,3912.5,1,0.6
"[3, 8]",D,"[3, 8, 2]",13,10,[ 10. 111.],21,L,3712.5,7,4.5
"[111, 8]",S,"[111, 8]",19,4,[ 4. 10.  5.],19,P,3712.5,7,4.9
"[4, 10]",H,"[4, 10, 4]",18,10,[10.  6.  7.],23,W,3737.5,7,5.2
"[111, 111]",SP,"[array([111,   4]), array([111,   9])]","[15, 120]",3,[ 3. 10. 10.],23,"['SW', 'SW']",4012.5,9,7.3
"[4, 10]",H,"[4, 10, 7]",21,10,[10. 10.],20,W,4037.5,7,7.3
"[10, 2]",H,"[10, 2, 10]",22,10,[10.],10,L,3787.5,6,6.0
"[9, 10]",S,"[9, 10]",19,10,[10.  4.  3.],17,W,3812.5,0,0
"[9, 10]",S,"[9, 10]",19,10,[10.  3. 10.],23,W,3837.5,0,0.0
"[10, 7]",S,"[10, 7]",17,111,[111.   4. 111.   2.],18,L,3812.5,-2,-1.1
"[3, 111]",H,"[3, 111, 6]",20,3,[ 3. 10. 10.],23,W,3837.5,-2,-1.2
"[10, 3]",H,"[10, 3, 10]",23,7,[7.],7,L,3812.5,-2,-1.3
"[8, 111]",S,"[8, 111]",19,10,[ 10. 111.],21,L,3787.5,-2,-1.3
"[3, 7]",D,"[3, 7, 2]",12,6,[6. 5. 6.],17,L,3737.5,-5,-3.5
"[8, 9]",S,"[8, 9]",17,4,[  4. 111.   4.],19,L,3712.5,1,0.8
"[10, 10]",S,"[10, 10]",20,5,[  5.   2. 111.],18,W,3737.5,2,1.7
"[10, 2]",H,"[10, 2, 111, 5]",18,10,[10.  5.  7.],22,W,3762.5,1,0.9
"[2, 10]",H,"[2, 10, 4, 8]",24,111,[111.],11,L,3687.5,0,0
"[9, 10]",S,"[9, 10]",19,10,[10.  9.],19,P,3687.5,0,0.0
"[4, 10]",H,"[4, 10, 4]",18,10,[10.  6.  9.],25,W,3712.5,-2,-1.1
"[111, 111]",SP,"[array([111,  10]), array([111,   7])]","[21, 118]",4,[  4.   8. 111.  10.],23,"['SW', 'SW']",3762.5,-1,-0.6
"[8, 6]",S,"[8, 6]",14,6,[ 6.  5. 10.],21,L,3737.5,-4,-0.6
"[4, 3]",H,"[4, 3, 3, 4]",14,5,[5. 3. 3. 6.],17,L,3712.5,-2,-1.4
"[10, 10]",S,"[10, 10]",20,6,[ 6.  6. 10.],22,W,3737.5,6,4.6
"[111, 8]",S,"[111, 8]",19,5,[ 5. 10. 10.],25,W,3912.5,5,4.1
"[2, 9]",D,"[2, 9, 8]",19,10,[10. 10.],20,L,3712.5,3,2.7
"[10, 10]",S,"[10, 10]",20,7,[7. 9. 7.],23,W,3737.5,2,2.0
"[4, 2]",H,"[4, 2, 8, 6]",20,111,[111.  10.],21,L,3662.5,0,0
"[3, 10]",S,"[3, 10]",13,5,[  5. 111.   4.],20,L,3637.5,1,0.5
"[7, 8]",H,"[7, 8, 8]",23,10,[10.],10,L,3612.5,2,1.1
"[8, 9]",S,"[8, 9]",17,5,[  5.  10. 111. 111.],17,P,3612.5,2,1.2
"[7, 10]",S,"[7, 10]",17,8,[  8. 111.],19,L,3587.5,0,0.0
"[10, 3]",H,"[10, 3, 9]",22,8,[8.],8,L,3562.5,-1,-0.7
"[10, 2]",H,"[10, 2, 10]",22,10,[10.],10,L,3537.5,-1,-0.7
"[7, 5]",H,"[7, 5, 10]",22,7,[7.],7,L,3512.5,-3,-2.2
"[3, 10]",H,"[3, 10, 5]",18,10,[10.  9.],19,L,3487.5,-1,-0.8
"[9, 2]",D,"[9, 2, 10]",21,2,[2. 6. 5. 9.],22,W,3537.5,-1,-0.8
"[10, 6]",H,"[10, 6, 9]",25,10,[10.],10,L,3487.5,2,1.9
"[10, 6]",H,"[10, 6, 8]",24,10,[10.],10,L,3462.5,0,0
"[10, 4]",H,"[10, 4, 7]",21,10,[ 10. 111.],21,L,3437.5,-1,-0.5
"[7, 4]",D,"[7, 4, 10]",21,6,[ 6.  8. 10.],24,W,3487.5,-2,-1.1
"[2, 8]",H,"[2, 8, 10]",20,10,[10.  3.  4.],17,W,3512.5,-1,-0.6
"[6, 10]",S,"[6, 10]",16,5,[ 5.  3. 10.],18,L,3487.5,0,0.0
"[3, 2]",H,"[3, 2, 10, 4]",19,10,[10.  6. 10.],26,W,3512.5,1,0.7
"[7, 4]",D,"[7, 4, 10]",21,7,[ 7.  2.  6. 10.],25,W,3612.5,2,1.5
"[2, 3]",H,"[2, 3, 4, 10]",19,9,[  9. 111.],20,L,3437.5,5,4.1
"[9, 6]",H,"[9, 6, 2]",17,10,[10.  3. 10.],23,W,3462.5,6,5.4
"[5, 111]",H,"[5, 111, 6, 5]",17,7,[ 7.  3. 10.],20,L,3212.5,7,7.0
"[8, 2]",D,"[8, 2, 2]",12,4,[  4. 111.   5.],20,L,3162.5,0,0
"[3, 3]",H,"[3, 3, 111]",17,8,[8. 6. 7.],21,L,3137.5,3,1.6
"[10, 9]",S,"[10, 9]",19,7,[ 7. 10.],17,W,3162.5,6,3.4
"[10, 2]",H,"[10, 2, 10]",22,2,[2.],2,L,3037.5,5,3.0
"[4, 5]",D,"[4, 5, 7]",16,6,[ 6. 10. 10.],26,W,3087.5,5,3.1
"[10, 10]",S,"[10, 10]",20,10,[10.  4.  8.],22,W,3287.5,7,4.7
"[7, 4]",D,"[7, 4, 10]",21,5,[ 5.  6. 10.],21,P,3287.5,5,3.6
"[10, 10]",S,"[10, 10]",20,3,[ 3.  3.  3.  4. 10.],23,W,3437.5,7,5.4
"[2, 10]",H,"[2, 10, 8]",20,10,[10. 10.],20,P,3437.5,8,6.9
"[10, 111]",PBJ,"[10, 111]",21,10,[ 10. 111.],21,W,3812.5,6,5.7
"[6, 111]",D,"[6, 111, 10]",17,4,[ 4. 10. 10.],24,W,3962.5,0,0
"[10, 5]",S,"[10, 5]",15,4,[4. 9. 2. 3.],18,L,3937.5,-2,-1.1
"[5, 10]",S,"[5, 10]",15,3,[ 3.  4. 10.],17,L,3912.5,1,0.6
"[10, 9]",S,"[10, 9]",19,5,[ 5. 10.  5.],20,L,3887.5,2,1.2
"[111, 6]",H,"[111, 6, 10]",17,7,[7. 7. 9.],23,W,3912.5,2,1.3
"[7, 8]",S,"[7, 8]",15,3,[ 3.  8. 10.],21,L,3837.5,3,2.1
"[2, 10]",H,"[2, 10, 10]",22,10,[10.],10,L,3812.5,4,2.9
"[8, 5]",S,"[8, 5]",13,6,[6. 6. 3. 5.],20,L,3787.5,2,1.6
"[4, 3]",H,"[4, 3, 8, 111, 10]",26,10,[10.],10,L,3762.5,7,6.0
"[7, 111]",H,"[7, 111, 2]",20,10,[10. 10.],20,P,3762.5,6,5.7
"[10, 10]",S,"[10, 10]",20,10,[10. 10.],20,P,3762.5,0,0
"[10, 6]",S,"[10, 6]",16,2,[ 2. 10.  6.],18,L,3737.5,-4,-2.1
"[10, 10]",S,"[10, 10]",20,10,[10. 10.],20,P,3737.5,-3,-1.6
"[10, 5]",S,"[10, 5]",15,5,[5. 8. 8.],21,L,3712.5,-7,-4.0
"[3, 3]",H,"[3, 3, 6, 7]",19,111,[111.   2.   2.   9.   2.   5.],21,L,3687.5,-6,-3.6
"[7, 111]",D,"[7, 111, 6]",14,3,[  3. 111. 111. 111.  10.  10.],26,W,3737.5,1,0.7
"[4, 10]",H,"[4, 10, 3]",17,10,[10.  8.],18,L,3712.5,-2,-1.6
"[9, 9]",SP,"[array([  9, 111]), array([ 9, 10])]","[20, 19]",3,[3. 7. 9.],19,"['SW', 'SP']",3737.5,-2,-1.7
"[8, 7]",H,"[8, 7, 10]",25,10,[10.],10,L,3712.5,-2,-1.7
"[7, 10]",S,"[7, 10]",17,2,[  2.  10.   4. 111.],17,P,3712.5,0,0
"[5, 10]",H,"[5, 10, 10]",25,8,[8.],8,L,3687.5,0,0.0
