Player First Hand,Player Action,Player Hand,Player Sum,Dealer Show Card,Dealer Hand,Dealer Sum,Result,Total Winning,Running Count,True Count
"[6, 111]",H,"[6, 111, 10]",17,10,[10.  8.],18,L,712.5,7,6.1
"[8, 6]",S,"[8, 6]",14,3,[3. 9. 2. 9.],23,W,737.5,5,4.7
"[10, 8]",S,"[10, 8]",18,111,[111.  10.],21,L,487.5,0,0
"[7, 4]",D,"[7, 4, 9]",20,2,[2. 3. 9. 7.],21,L,437.5,-3,-1.6
"[4, 6]",D,"[4, 6, 5]",15,2,[2. 8. 6. 7.],23,W,487.5,2,1.1
"[10, 5]",H,"[10, 5, 6]",21,7,[  7. 111.],18,W,687.5,8,4.8
"[10, 2]",H,"[10, 2, 111, 2, 10]",25,8,[8.],8,L,437.5,9,5.8
"[7, 7]",H,"[7, 7, 3]",17,9,[  9.   3.   2. 111.  10.],25,W,462.5,8,5.5
"[8, 4]",S,"[8, 4]",12,4,[ 4.  8. 10.],22,W,712.5,11,8.5
"[7, 111]",D,"[7, 111, 10]",18,3,[ 3. 10.  3. 10.],26,W,1212.5,12,10.1
"[6, 10]",H,"[6, 10, 5]",21,10,[10.  5. 10.],25,W,1462.5,11,10.4
"[10, 10]",S,"[10, 10]",20,3,[  3.   5.   4. 111.   8.],21,L,1212.5,0,0
"[8, 10]",S,"[8, 10]",18,7,[7. 9. 2.],18,P,1212.5,0,0.0
"[5, 6]",D,"[5, 6, 10]",21,10,[10.  9.],19,W,1262.5,1,0.6
"[111, 10]",PBJ,"[111, 10]",21,5,[5. 2.],7,W,1300.0,1,0.6
"[3, 9]",H,"[3, 9, 9]",21,10,[10. 10.],20,W,1325.0,1,0.6
"[10, 10]",S,"[10, 10]",20,6,[ 6. 10. 10.],26,W,1350.0,0,0.0
"[10, 6]",H,"[10, 6, 10]",26,10,[10.],10,L,1325.0,-3,-2.1
"[3, 2]",H,"[3, 2, 5, 111]",21,4,[  4. 111.  10.   6.],21,P,1325.0,-5,-3.8
"[111, 10]",PBJ,"[111, 10]",21,10,[10.  3.],13,W,1362.5,-3,-2.6
"[4, 7]",D,"[4, 7, 8]",19,4,[4. 3. 6. 8.],21,L,1312.5,-5,-4.6
"[4, 6]",H,"[4, 6, 2, 2, 10]",24,10,[10.],10,L,1287.5,0,0
"[10, 10]",S,"[10, 10]",20,3,[  3.   6.   3. 111.   4.],17,W,1312.5,2,1.1
"[10, 111]",PBJ,"[10, 111]",21,10,[ 10. 111.],21,W,1387.5,3,1.7
"[9, 10]",S,"[9, 10]",19,8,[ 8. 10.],18,W,1412.5,-1,-0.6
"[10, 10]",S,"[10, 10]",20,4,[ 4.  2. 10.  7.],23,W,1437.5,-3,-1.9
"[10, 9]",S,"[10, 9]",19,7,[ 7. 10.],17,W,1462.5,-3,-2.0
"[5, 4]",D,"[5, 4, 10]",19,4,[ 4.  7. 10.],21,L,1412.5,-4,-2.8
"[7, 10]",S,"[7, 10]",17,5,[  5. 111.   7.   5.],18,L,1387.5,-2,-1.6
"[10, 111]",PBJ,"[10, 111]",21,6,[6. 8.],14,W,1425.0,0,0.0
"[10, 111]",PBJ,"[10, 111]",21,3,[3. 4.],7,W,1462.5,-1,-0.9
"[6, 5]",D,"[6, 5, 10]",21,8,[8. 9.],17,W,1512.5,-1,-1.0
"[6, 6]",SP,"[array([ 6,  5, 10]), array([6, 2, 6])]","[21, 14]",5,[ 5.  8. 10.],23,"['SW', 'SW']",1587.5,0,0
"[4, 10]",H,"[4, 10, 2, 4]",20,10,[10. 10.],20,P,1587.5,4,0
"[10, 10]",S,"[10, 10]",20,2,[ 2. 10.  8.],20,P,1587.5,4,2.3
"[10, 10]",S,"[10, 10]",20,10,[10. 10.],20,P,1587.5,2,1.2
"[7, 10]",S,"[7, 10]",17,3,[3. 3. 4. 5. 5.],20,L,1562.5,-2,-1.3
"[8, 10]",S,"[8, 10]",18,10,[10. 10.],20,L,1537.5,3,2.1
"[3, 10]",H,"[3, 10, 7]",20,9,[9. 9.],18,W,1562.5,0,0.0
"[111, 5]",H,"[111, 5, 111]",17,7,[ 7.  3.  6. 10.],26,W,1587.5,1,0.8
"[10, 9]",S,"[10, 9]",19,7,[7. 4. 5. 9.],25,W,1637.5,2,1.8
"[10, 9]",S,"[10, 9]",19,2,[  2.   6.   8. 111.],17,W,1812.5,0,0
"[10, 10]",S,"[10, 10]",20,10,[ 10. 111.],21,L,1787.5,0,0.0
"[7, 5]",S,"[7, 5]",12,6,[ 6. 10.  8.],24,W,1812.5,-4,-2.2
"[10, 8]",S,"[10, 8]",18,8,[8. 2. 8.],18,P,1812.5,-2,-1.2
"[111, 3]",H,"[111, 3, 7]",21,111,[111.  10.],21,L,1787.5,-2,-1.2
"[10, 9]",S,"[10, 9]",19,8,[ 8. 10.],18,W,1812.5,-3,-2.0
"[4, 3]",H,"[4, 3, 9, 7]",23,10,[10.],10,L,1787.5,-5,-3.5
"[6, 10]",H,"[6, 10, 10]",26,7,[7.],7,L,1762.5,-3,-2.2
"[2, 10]",H,"[2, 10, 10]",22,111,[111.],11,L,1737.5,-3,-2.4
"[2, 7]",D,"[2, 7, 111]",20,2,[ 2. 10. 10.],22,W,1787.5,-5,-4.2
"[10, 10]",S,"[10, 10]",20,10,[10.  2.  5.],17,W,1812.5,-5,-4.6
"[10, 6]",S,"[10, 6]",16,5,[5. 5. 8.],18,L,1787.5,0,0
"[2, 10]",H,"[2, 10, 10]",22,2,[2.],2,L,1762.5,2,1.1
"[3, 6]",H,"[3, 6, 10]",19,10,[10.  6.  4.],20,L,1737.5,2,1.1
"[10, 10]",S,"[10, 10]",20,9,[ 9.  2.  4. 10.],25,W,1762.5,4,2.3
"[9, 3]",H,"[9, 3, 10]",22,9,[9.],9,L,1712.5,3,1.9
"[10, 7]",S,"[10, 7]",17,3,[ 3.  9.  3. 10.],25,W,1737.5,3,2.0
"[8, 10]",S,"[8, 10]",18,4,[ 4.  5. 10.],19,L,1637.5,4,2.8
"[111, 6]",D,"[111, 6, 8]",15,3,[ 3.  7. 10.],20,L,1587.5,4,3.1
"[7, 10]",S,"[7, 10]",17,6,[  6. 111.],17,P,1587.5,5,4.2
"[8, 10]",S,"[8, 10]",18,10,[10. 10.],20,L,1562.5,5,4.5
"[8, 9]",S,"[8, 9]",17,10,[10.  2.  7.],19,L,1537.5,2,1.9
"[4, 10]",H,"[4, 10, 2, 5]",21,111,[111.  10.],21,L,1512.5,0,0
"[10, 111]",PBJ,"[10, 111]",21,7,[7. 6.],13,W,1550.0,0,0.0
"[10, 10]",S,"[10, 10]",20,4,[4. 2. 7. 8.],21,L,1525.0,0,0.0
"[10, 10]",S,"[10, 10]",20,6,[6. 5. 5. 8.],24,W,1550.0,1,0.6
"[8, 3]",D,"[8, 3, 8]",19,3,[ 3. 10.  8.],21,L,1500.0,2,1.3
"[6, 6]",SP,"[array([ 6, 10]), array([6, 9])]","[16, 15]",5,[ 5. 10.  9.],24,"['SW', 'SW']",1550.0,3,2.1
"[10, 5]",S,"[10, 5]",15,5,[ 5. 10.  9.],24,W,1575.0,4,2.1
"[10, 4]",H,"[10, 4, 2, 10]",26,9,[9.],9,L,1450.0,4,3.2
"[111, 10]",PBJ,"[111, 10]",21,10,[10.  2.],12,W,1487.5,4,3.5
"[4, 10]",H,"[4, 10, 3]",17,9,[ 9.  7. 10.],26,W,1537.5,2,1.9
"[3, 10]",S,"[3, 10]",13,2,[ 2.  3. 10. 10.],25,W,1662.5,0,0
"[6, 3]",H,"[6, 3, 10]",19,10,[10.  4. 10.],24,W,1687.5,0,0.0
"[3, 10]",H,"[3, 10, 10]",23,7,[7.],7,L,1662.5,0,0.0
"[5, 111]",H,"[5, 111, 10, 2]",18,10,[10. 10.],20,L,1637.5,0,0.0
"[10, 7]",S,"[10, 7]",17,4,[4. 8. 2. 3.],17,P,1637.5,-2,-1.3
"[10, 5]",H,"[10, 5, 111, 2]",18,8,[  8.   4. 111.   7.],20,L,1612.5,1,0.7
"[9, 6]",S,"[9, 6]",15,5,[5. 6. 8.],19,L,1587.5,2,1.5
"[8, 111]",S,"[8, 111]",19,10,[10.  8.],18,W,1612.5,5,4.1
"[10, 5]",H,"[10, 5, 6]",21,8,[ 8. 10.],18,W,1712.5,3,2.6
"[3, 10]",H,"[3, 10, 2, 4]",19,10,[ 10. 111.],21,L,1612.5,3,2.9
"[8, 8]",SP,"[array([8, 5]), array([ 8, 10])]","[13, 18]",6,[6. 9. 3.],18,"['SL', 'SP']",1587.5,0,0
"[7, 2]",H,"[7, 2, 10]",19,7,[ 7. 10.],17,W,1612.5,2,0
"[6, 2]",H,"[6, 2, 9]",17,10,[10.  4. 10.],24,W,1662.5,3,1.7
"[3, 10]",S,"[3, 10]",13,2,[ 2. 10. 10.],22,W,1737.5,4,2.4
"[2, 3]",H,"[2, 3, 9, 4]",18,8,[ 8. 10.],18,P,1737.5,3,1.9
"[111, 111]",SP,"[array([111,   2]), array([111,   7])]","[13, 118]",2,[  2.  10. 111.   3. 111.],17,"['SL', 'SW']",1712.5,5,3.5
"[10, 6]",S,"[10, 6]",16,3,[ 3.  7.  3. 10.],23,W,1737.5,4,3.5
"[10, 10]",S,"[10, 10]",20,6,[6. 2. 9.],17,W,1962.5,6,5.2
"[2, 7]",H,"[2, 7, 10]",19,10,[10.  4. 10.],24,W,2212.5,6,5.7
"[7, 8]",H,"[7, 8, 10]",25,7,[7.],7,L,1962.5,0,0
"[2, 3]",H,"[2, 3, 10]",15,5,[ 5. 10. 10.],25,W,1987.5,1,0.5
"[7, 3]",D,"[7, 3, 8]",18,9,[9. 7. 9.],25,W,2037.5,1,0.6
"[10, 10]",S,"[10, 10]",20,8,[ 8. 10.],18,W,2112.5,4,2.4
"[111, 5]",D,"[111, 5, 10]",16,4,[ 4. 10.  2.  3.],19,L,2062.5,1,0.6
"[6, 4]",D,"[6, 4, 6]",16,9,[9. 5. 7.],21,L,2012.5,2,1.4
"[10, 2]",H,"[10, 2, 6]",18,8,[ 8.  3. 10.],21,L,1987.5,7,5.1
"[10, 4]",H,"[10, 4, 5]",19,10,[10.  6.  4.],20,L,1962.5,8,6.4
"[9, 10]",S,"[9, 10]",19,2,[ 2.  4.  7.  2. 10.],25,W,1987.5,10,8.8
"[5, 10]",H,"[5, 10, 6]",21,10,[10.  9.],19,W,2237.5,12,12.0
"[9, 4]",S,"[9, 4]",13,6,[6. 4. 6. 3.],19,L,1987.5,0,0
"[10, 6]",H,"[10, 6, 8]",24,111,[111.],11,L,1962.5,5,2.7
"[9, 3]",H,"[9, 3, 4, 2]",18,10,[10.  9.],19,L,1937.5,4,2.2
"[9, 4]",H,"[9, 4, 10]",23,8,[8.],8,L,1912.5,6,3.5
"[6, 8]",H,"[6, 8, 3]",17,8,[ 8. 10.],18,L,1887.5,6,3.7
"[9, 2]",D,"[9, 2, 10]",21,10,[10. 10.],20,W,1937.5,7,4.6
"[7, 10]",S,"[7, 10]",17,10,[10.  8.],18,L,1787.5,5,3.5
"[6, 10]",S,"[6, 10]",16,6,[  6. 111.],17,L,1762.5,4,3.0
"[10, 9]",S,"[10, 9]",19,111,[111.  10.],21,L,1737.5,4,3.2
"[10, 5]",H,"[10, 5, 3]",18,8,[8. 7. 5.],20,L,1712.5,1,0.8
"[7, 10]",S,"[7, 10]",17,7,[ 7. 10.],17,P,1712.5,4,3.7
"[111, 10]",PBJ,"[111, 10]",21,111,[111.   5.],16,W,1750.0,4,4.0
"[10, 10]",S,"[10, 10]",20,10,[ 10.   6. 111.],17,W,1825.0,0,0
"[10, 8]",S,"[10, 8]",18,6,[ 6.  3.  2. 10.],21,L,1800.0,-3,-1.6
"[9, 10]",S,"[9, 10]",19,9,[9. 3. 4. 6.],22,W,1825.0,-2,-1.1
"[9, 8]",S,"[9, 8]",17,7,[7. 3. 8.],18,L,1800.0,0,0.0
"[5, 7]",S,"[5, 7]",12,5,[5. 4. 9.],18,L,1775.0,2,1.3
"[7, 2]",D,"[7, 2, 6]",15,5,[ 5.  7. 10.],22,W,1825.0,6,4.1
"[7, 10]",S,"[7, 10]",17,3,[ 3.  7. 10.],20,L,1575.0,10,7.3
"[6, 10]",H,"[6, 10, 4]",20,10,[10.  2.  3.  9.],24,W,1600.0,11,8.7
"[10, 4]",H,"[10, 4, 8]",22,111,[111.],11,L,1350.0,13,11.5
"[111, 10]",PBJ,"[111, 10]",21,5,[5. 5.],10,W,1387.5,12,11.3
"[2, 5]",H,"[2, 5, 10]",17,8,[8. 6. 6.],20,L,1137.5,0,0
"[3, 10]",S,"[3, 10]",13,4,[  4. 111.   7.   5.],17,L,1112.5,3,1.6
"[111, 10]",PBJ,"[111, 10]",21,4,[4. 5.],9,W,1150.0,5,2.8
"[10, 8]",S,"[10, 8]",18,10,[10.  7.],17,W,1275.0,5,3.0
"[3, 2]",H,"[3, 2, 2, 10]",17,10,[ 10. 111.],21,L,1175.0,4,2.5
"[7, 6]",H,"[7, 6, 4]",17,10,[10. 10.],20,L,1150.0,4,2.7
"[9, 8]",S,"[9, 8]",17,7,[ 7.  9. 10.],26,W,1175.0,5,3.6
"[8, 7]",S,"[8, 7]",15,5,[ 5. 10.  3.],18,L,1025.0,5,3.8
"[9, 9]",SP,"[array([ 9,  5, 10]), array([ 9, 10])]","[24, 19]",9,[9. 6. 2.],17,"['SL', 'SW']",1025.0,7,5.8
"[10, 8]",S,"[10, 8]",18,6,[  6.   4. 111.],21,L,1000.0,8,5.8
"[10, 6]",S,"[10, 6]",16,6,[6. 7. 9.],22,W,1025.0,0,0
"[6, 10]",H,"[6, 10, 111]",17,7,[ 7.  2. 10.],19,L,1000.0,2,1.1
"[10, 10]",S,"[10, 10]",20,5,[  5. 111.   6.   3.   3.],18,W,1025.0,2,1.1
"[10, 9]",S,"[10, 9]",19,7,[7. 8. 7.],22,W,1075.0,3,1.8
"[3, 2]",H,"[3, 2, 4, 10]",19,111,[111.   6.],17,W,1175.0,4,2.6
"[10, 5]",S,"[10, 5]",15,2,[ 2. 10.  3. 10.],25,W,1350.0,6,4.2
"[10, 2]",H,"[10, 2, 5]",17,111,[111.   4.   4.],19,L,1150.0,6,4.5
"[10, 4]",H,"[10, 4, 10]",24,7,[7.],7,L,1125.0,8,6.6
"[7, 10]",S,"[7, 10]",17,111,[111.   7.],18,L,1100.0,8,7.1
"[4, 8]",S,"[4, 8]",12,5,[5. 4. 9.],18,L,1075.0,8,7.6
"[6, 10]",H,"[6, 10, 10]",26,8,[8.],8,L,1050.0,0,0
"[111, 6]",H,"[111, 6, 111]",18,10,[10.  8.],18,P,1050.0,-1,-0.5
"[10, 7]",S,"[10, 7]",17,5,[ 5. 10. 10.],25,W,1075.0,-3,-1.6
"[6, 2]",H,"[6, 2, 10]",18,9,[ 9.  6. 10.],25,W,1100.0,-4,-2.3
"[9, 4]",S,"[9, 4]",13,5,[  5.  10. 111.  10.],26,W,1125.0,-3,-1.9
"[111, 10]",PBJ,"[111, 10]",21,6,[6. 5.],11,W,1162.5,-4,-2.7
"[10, 2]",H,"[10, 2, 7]",19,111,[111.   8.],19,P,1162.5,-4,-2.8
"[10, 3]",S,"[10, 3]",13,5,[ 5. 10.  3.],18,L,1137.5,-4,-3.0
"[10, 6]",H,"[10, 6, 5]",21,10,[10.  7.],17,W,1162.5,-3,-2.4
"[5, 2]",H,"[5, 2, 7]",14,3,[  3.   2.  10. 111.   9.],25,W,1187.5,-2,-1.8
"[4, 2]",H,"[4, 2, 5, 8]",19,10,[10. 10.],20,L,1162.5,0,0
"[2, 10]",H,"[2, 10, 111]",13,3,[3. 9. 8.],20,L,1137.5,1,0.5
"[10, 8]",S,"[10, 8]",18,10,[10.  9.],19,L,1112.5,1,0.6
"[10, 10]",S,"[10, 10]",20,111,[111.  10.],21,L,1087.5,-1,-0.6
"[111, 10]",PBJ,"[111, 10]",21,10,[10. 10.],20,W,1125.0,-5,-3.1
"[10, 5]",H,"[10, 5, 9]",24,7,[7.],7,L,1100.0,-9,-5.8
"[3, 3]",H,"[3, 3, 8, 6]",20,10,[10.  5. 10.],25,W,1125.0,-8,-5.5
"[10, 10]",S,"[10, 10]",20,6,[ 6.  2.  4.  4. 10.],26,W,1150.0,-6,-4.5
"[8, 5]",S,"[8, 5]",13,5,[ 5.  5.  3. 10.],23,W,1175.0,-5,-4.2
"[5, 6]",D,"[5, 6, 9]",20,111,[111.   2.  10.   2.  10.],25,W,1225.0,-2,-1.9
"[10, 9]",S,"[10, 9]",19,9,[9. 7. 4.],20,L,1200.0,0,0
"[2, 111]",H,"[2, 111, 6]",19,10,[10.  5.  5.],20,L,1175.0,1,0.5
"[10, 10]",S,"[10, 10]",20,111,[111.   4.   8.   3.   9.],25,W,1200.0,3,1.7
"[9, 111]",S,"[9, 111]",20,8,[ 8.  5. 10.],23,W,1225.0,2,1.2
"[7, 2]",H,"[7, 2, 10]",19,9,[  9.   2. 111.  10.],22,W,1250.0,1,0.6
"[2, 10]",S,"[2, 10]",12,4,[  4. 111.  10.  10.],25,W,1275.0,1,0.7
"[8, 4]",H,"[8, 4, 10]",22,10,[10.],10,L,1250.0,-1,-0.8
"[10, 10]",S,"[10, 10]",20,7,[7. 7. 7.],21,L,1225.0,-2,-1.6
"[10, 10]",S,"[10, 10]",20,8,[8. 3. 6.],17,W,1250.0,-1,-0.9
"[9, 5]",H,"[9, 5, 111, 10]",25,8,[8.],8,L,1225.0,-1,-1.0
"[10, 5]",S,"[10, 5]",15,5,[ 5.  7. 10.],22,W,1250.0,0,0
"[8, 10]",S,"[8, 10]",18,10,[10. 10.],20,L,1225.0,1,0.5
"[111, 10]",PBJ,"[111, 10]",21,8,[8. 4.],12,W,1262.5,-2,-1.1
"[10, 111]",PBJ,"[10, 111]",21,4,[ 4. 10.],14,W,1300.0,-3,-1.7
"[7, 5]",S,"[7, 5]",12,6,[ 6.  4. 10.],20,L,1275.0,-5,-3.0
"[8, 10]",S,"[8, 10]",18,7,[ 7.  8. 10.],25,W,1300.0,-2,-1.3
"[2, 6]",H,"[2, 6, 8]",16,3,[ 3. 10.  8.],21,L,1275.0,-3,-2.0
"[4, 2]",H,"[4, 2, 10]",16,2,[  2.   2. 111.  10.   3.],18,L,1250.0,-1,-0.7
"[2, 3]",H,"[2, 3, 2, 4, 111, 9]",21,7,[  7.   4.   5. 111.],17,W,1275.0,1,0.8
"[5, 8]",S,"[5, 8]",13,6,[  6.   5. 111.   9.],21,L,1025.0,6,5.9
"[2, 3]",H,"[2, 3, 10, 8]",23,7,[7.],7,L,1000.0,0,0
"[7, 8]",H,"[7, 8, 9]",24,8,[8.],8,L,975.0,2,1.1
"[10, 6]",S,"[10, 6]",16,4,[4. 6. 3. 7.],20,L,950.0,3,1.6
"[8, 6]",H,"[8, 6, 10]",24,111,[111.],11,L,925.0,7,4.1
"[10, 10]",S,"[10, 10]",20,3,[ 3. 10.  5.],18,W,950.0,6,3.7
"[111, 6]",H,"[111, 6, 4]",21,10,[10. 10.],20,W,1075.0,5,3.2
"[4, 111]",H,"[4, 111, 111]",16,2,[ 2. 10.  7.],19,L,975.0,4,2.8
"[10, 10]",S,"[10, 10]",20,10,[10.  4.  6.],20,P,975.0,4,3.0
"[3, 4]",H,"[3, 4, 10]",17,2,[  2.   9.   2. 111.   3.],17,P,975.0,3,2.4
"[6, 10]",H,"[6, 10, 9]",25,10,[10.],10,L,950.0,6,5.6
"[5, 4]",H,"[5, 4, 111]",20,10,[10. 10.],20,P,950.0,5,5.0
"[111, 3]",H,"[111, 3, 10]",14,4,[  4. 111.  10.  10.],25,W,975.0,0,0
"[8, 9]",S,"[8, 9]",17,10,[10.  6.  9.],25,W,1000.0,-3,-1.6
"[7, 10]",S,"[7, 10]",17,10,[10. 10.],20,L,975.0,-3,-1.7
"[5, 10]",H,"[5, 10, 111, 2]",18,7,[  7. 111.],18,P,975.0,-5,-3.0
"[8, 6]",S,"[8, 6]",14,2,[ 2. 10.  7.],19,L,950.0,-5,-3.2
"[9, 10]",S,"[9, 10]",19,8,[ 8. 10.],18,W,975.0,-3,-2.0
"[7, 5]",S,"[7, 5]",12,6,[ 6.  2. 10.],18,L,950.0,-5,-3.6
"[6, 3]",H,"[6, 3, 8]",17,10,[ 10.   4. 111.  10.],25,W,975.0,-2,-1.5
"[9, 2]",D,"[9, 2, 10]",21,9,[  9. 111.],20,W,1025.0,-2,-1.7
"[5, 10]",S,"[5, 10]",15,4,[ 4.  4. 10.],18,L,1000.0,-3,-2.8
"[6, 8]",H,"[6, 8, 10]",24,10,[10.],10,L,975.0,0,0
"[7, 6]",S,"[7, 6]",13,4,[  4.  10. 111.   9.],24,W,1000.0,-1,-0.5
"[5, 3]",H,"[5, 3, 10]",18,10,[10. 10.],20,L,975.0,0,0.0
"[6, 5]",D,"[6, 5, 3]",14,9,[9. 7. 4.],20,L,925.0,-1,-0.6
"[10, 10]",S,"[10, 10]",20,111,[111.   5.  10.  10.],26,W,950.0,4,2.5
"[10, 5]",H,"[10, 5, 6]",21,10,[10.  7.],17,W,975.0,0,0.0
"[10, 6]",H,"[10, 6, 10]",26,7,[7.],7,L,950.0,1,0.7
"[10, 2]",S,"[10, 2]",12,6,[ 6. 10.  2.],18,L,925.0,1,0.8
"[111, 4]",H,"[111, 4, 3]",18,2,[ 2.  3. 10.  6.],21,L,900.0,2,1.7
"[10, 4]",H,"[10, 4, 3]",17,7,[ 7. 10.],17,P,900.0,5,4.6
"[7, 10]",S,"[7, 10]",17,8,[8. 7. 9.],24,W,925.0,0,0
"[10, 10]",S,"[10, 10]",20,8,[8. 8. 2.],18,W,950.0,1,0.5
"[10, 8]",S,"[10, 8]",18,9,[9. 2. 6.],17,W,975.0,0,0.0
"[6, 4]",D,"[6, 4, 111]",21,2,[ 2. 10.  3.  5.],20,W,1025.0,1,0.6
"[111, 4]",H,"[111, 4, 10, 5]",20,111,[111.  10.],21,L,925.0,4,2.5
"[10, 10]",S,"[10, 10]",20,4,[ 4.  3. 10.],17,W,950.0,2,1.4
"[5, 2]",H,"[5, 2, 6]",13,6,[6. 2. 7. 8.],23,W,975.0,1,0.7
"[6, 10]",H,"[6, 10, 10]",26,10,[10.],10,L,725.0,7,5.7
"[10, 5]",H,"[10, 5, 10]",25,10,[10.],10,L,700.0,5,4.3
"[4, 10]",H,"[4, 10, 3]",17,111,[111.   4.   7.   4.   2.],18,L,675.0,3,2.8
"[10, 10]",S,"[10, 10]",20,7,[7. 4. 2. 2. 5.],20,P,675.0,0,0
"[5, 8]",S,"[5, 8]",13,5,[5. 3. 9.],17,L,650.0,3,1.6
"[6, 111]",H,"[6, 111, 3]",20,9,[9. 3. 4. 5.],21,L,625.0,6,3.4
"[4, 10]",S,"[4, 10]",14,6,[ 6.  8. 10.],24,W,650.0,10,6.1
"[5, 2]",H,"[5, 2, 2, 10]",19,8,[ 8. 10.],18,W,900.0,10,6.5
"[10, 2]",H,"[10, 2, 9]",21,10,[10.  2.  2.  6.],20,W,1150.0,11,7.7
"[9, 10]",S,"[9, 10]",19,111,[111. 111.   7.],19,P,1150.0,13,10.1
"[10, 10]",S,"[10, 10]",20,10,[10. 10.],20,P,1150.0,11,9.2
"[10, 3]",H,"[10, 3, 10]",23,10,[10.],10,L,900.0,7,6.3
"[7, 3]",H,"[7, 3, 10]",20,10,[10.  5.  4.],19,W,925.0,5,4.8
"[4, 6]",D,"[4, 6, 10]",20,8,[8. 6. 3.],17,W,1425.0,0,0
"[2, 111]",H,"[2, 111, 2, 7, 7]",19,7,[7. 6. 6.],19,P,1425.0,3,1.6
"[10, 111]",PBJ,"[10, 111]",21,2,[2. 9.],11,W,1500.0,9,5.2
"[3, 111]",H,"[3, 111, 8, 10]",22,111,[111.],11,L,1300.0,8,4.8
"[10, 10]",S,"[10, 10]",20,10,[10.  2. 10.],22,W,1325.0,6,3.9
"[3, 9]",H,"[3, 9, 8]",20,10,[10. 10.],20,P,1325.0,3,2.1
"[2, 10]",H,"[2, 10, 111, 5]",18,9,[9. 5. 4.],18,P,1325.0,2,1.5
"[10, 2]",H,"[10, 2, 10]",22,7,[7.],7,L,1250.0,4,3.2
"[7, 9]",S,"[7, 9]",16,4,[ 4. 10. 10.],24,W,1275.0,4,3.5
"[2, 3]",H,"[2, 3, 10, 9]",24,10,[10.],10,L,1125.0,4,3.8
"[10, 6]",S,"[10, 6]",16,5,[ 5.  2. 10.],17,L,1100.0,0,0
"[10, 8]",S,"[10, 8]",18,111,[111.   5.  10.   9.],25,W,1125.0,1,0.5
"[7, 4]",D,"[7, 4, 10]",21,10,[10.  2. 10.],22,W,1175.0,-1,-0.6
"[3, 111]",H,"[3, 111, 7]",21,10,[10.  7.],17,W,1200.0,-1,-0.6
"[7, 8]",H,"[7, 8, 10]",25,10,[10.],10,L,1175.0,0,0.0
"[7, 6]",H,"[7, 6, 4]",17,9,[9. 3. 9.],21,L,1150.0,-1,-0.7
"[4, 9]",S,"[4, 9]",13,5,[5. 3. 8. 4.],20,L,1125.0,3,2.2
"[9, 10]",S,"[9, 10]",19,10,[10. 10.],20,L,1100.0,7,5.5
"[111, 10]",PBJ,"[111, 10]",21,6,[6. 2.],8,W,1137.5,4,3.4
"[3, 10]",H,"[3, 10, 6]",19,9,[ 9.  5. 10.],24,W,1287.5,4,3.6
"[6, 4]",D,"[6, 4, 10]",20,2,[ 2.  5. 10.],17,W,1737.5,5,5.0
"[10, 5]",S,"[10, 5]",15,6,[ 6. 10.  9.],25,W,1987.5,0,0
"[7, 8]",H,"[7, 8, 5]",20,10,[10. 10.],20,P,1987.5,0,0.0
"[6, 10]",H,"[6, 10, 111]",17,9,[9. 8.],17,P,1987.5,0,0.0
"[2, 5]",H,"[2, 5, 3, 4, 6]",20,10,[10.  4. 10.],24,W,2012.5,-1,-0.6
"[3, 10]",H,"[3, 10, 9]",22,10,[10.],10,L,1962.5,3,1.9
"[10, 7]",S,"[10, 7]",17,6,[  6.   4.   2. 111.  10.],23,W,1987.5,2,1.4
"[8, 5]",S,"[8, 5]",13,2,[ 2. 10.  7.],19,L,1912.5,3,2.2
"[2, 6]",H,"[2, 6, 111]",19,2,[  2.   4.   3. 111.],20,L,1887.5,5,4.0
"[10, 9]",S,"[10, 9]",19,3,[3. 8. 2. 8.],21,L,1862.5,8,7.2
"[10, 9]",S,"[10, 9]",19,2,[2. 7. 7. 9.],25,W,1887.5,9,9.0
"[6, 6]",SP,"[array([  6, 111,   2]), array([ 6, 10])]","[19, 16]",2,[ 2. 10.  9.],21,"['SL', 'SL']",1612.5,0,0
"[3, 10]",H,"[3, 10, 111, 8]",22,10,[10.],10,L,1587.5,1,0
"[9, 7]",H,"[9, 7, 10]",26,8,[8.],8,L,1562.5,-1,-0.6
"[10, 5]",H,"[10, 5, 2]",17,9,[ 9. 10.],19,L,1537.5,-1,-0.6
"[10, 5]",H,"[10, 5, 9]",24,10,[10.],10,L,1512.5,-1,-0.6
"[10, 8]",S,"[10, 8]",18,7,[  7.   3.   2. 111.   4.],17,W,1537.5,-2,-1.3
"[10, 6]",H,"[10, 6, 111]",17,10,[10. 10.],20,L,1512.5,0,0.0
"[9, 4]",H,"[9, 4, 5]",18,10,[10. 10.],20,L,1487.5,-3,-2.4
"[10, 10]",S,"[10, 10]",20,7,[ 7. 10.],17,W,1512.5,-3,-2.6
"[8, 10]",S,"[8, 10]",18,6,[6. 6. 5.],17,W,1537.5,-5,-4.6
"[8, 111]",S,"[8, 111]",19,9,[9. 4. 6.],19,P,1537.5,-3,-3.0
"[9, 5]",S,"[9, 5]",14,5,[  5.   2. 111.],18,L,1512.5,0,0
"[10, 5]",H,"[10, 5, 4]",19,10,[10. 10.],20,L,1487.5,2,1.1
